id,ling_id,property_id,value,group_id,creator_id
10285,74,46,2,group_0,user_0_1
10299,51,40,0,group_0,user_0_1
10303,74,47,3,group_0,user_0_1
10305,51,57,1,group_0,user_0_5
10314,51,42,1,group_0,user_0_6
10319,51,66,3,group_0,user_0_0
10321,69,59,2,group_0,user_0_0
10330,75,59,1,group_0,user_0_1
10336,51,56,4,group_0,user_0_4
10337,69,56,0,group_0,user_0_1
10348,74,49,1,group_0,user_0_6
10351,74,46,3,group_0,user_0_7
10355,51,47,2,group_0,user_0_1
10366,51,59,0,group_0,user_0_6
10372,51,47,0,group_0,user_0_5
10373,75,42,2,group_0,user_0_1
10377,51,46,3,group_0,user_0_1
10380,75,42,0,group_0,user_0_4
10382,55,42,3,group_0,user_0_3
10384,75,47,0,group_0,user_0_5
10387,75,47,2,group_0,user_0_1
10391,51,66,2,group_0,user_0_2
10392,51,66,4,group_0,user_0_6
10396,51,42,0,group_0,user_0_3
10398,75,66,2,group_0,user_0_8
10404,55,57,2,group_0,user_0_1
10405,75,40,1,group_0,user_0_1
10407,69,47,1,group_0,user_0_1
10409,74,59,4,group_0,user_0_2
10413,75,40,3,group_0,user_0_3
10414,69,59,4,group_0,user_0_9
10419,55,49,1,group_0,user_0_1
10429,74,66,1,group_0,user_0_1
10433,69,56,4,group_0,user_0_0
10436,51,57,2,group_0,user_0_0
10444,75,46,0,group_0,user_0_7
10465,69,40,0,group_0,user_0_6
10474,75,40,4,group_0,user_0_6
10485,74,66,3,group_0,user_0_7
10486,51,40,1,group_0,user_0_0
10511,69,59,0,group_0,user_0_1
10513,55,42,4,group_0,user_0_9
10530,75,40,2,group_0,user_0_9
10535,75,56,3,group_0,user_0_9
10540,55,40,0,group_0,user_0_6
10541,55,40,2,group_0,user_0_2
10552,69,49,0,group_0,user_0_4
10553,69,57,3,group_0,user_0_5
10570,74,46,4,group_0,user_0_5
10599,69,66,1,group_0,user_0_6
10620,51,59,4,group_0,user_0_8
10622,75,49,3,group_0,user_0_6
10644,75,46,1,group_0,user_0_5
10660,75,66,4,group_0,user_0_8
10663,75,56,4,group_0,user_0_4
10678,55,46,3,group_0,user_0_7
10715,75,56,0,group_0,user_0_7
10789,75,42,1,group_0,user_0_9
10800,75,49,4,group_0,user_0_8
10849,75,40,0,group_0,user_0_0
10858,74,47,4,group_0,user_0_0
10961,75,59,2,group_0,user_0_7
11012,55,59,2,group_0,user_0_4
11208,74,42,4,group_0,user_0_2
11360,55,66,2,group_0,user_0_3
20001,15,9,2,group_1,user_0_1
20002,25,28,1,group_1,user_0_4
20003,34,27,4,group_1,user_0_3
20004,4,2,2,group_1,user_0_0
20005,34,33,2,group_1,user_0_7
20006,38,2,0,group_1,user_0_4
20007,47,28,4,group_1,user_0_0
20008,46,38,3,group_1,user_0_1
20009,24,33,1,group_1,user_0_4
20010,4,27,1,group_1,user_0_2
20011,20,7,0,group_1,user_0_2
20012,31,33,2,group_1,user_0_0
20013,9,36,4,group_1,user_0_9
20014,24,24,1,group_1,user_0_5
20015,32,2,4,group_1,user_0_0
20016,15,0,1,group_1,user_0_4
20017,15,2,1,group_1,user_0_7
20018,8,25,3,group_1,user_0_9
20019,13,2,1,group_1,user_0_1
20020,40,32,3,group_1,user_0_8
20021,3,32,4,group_1,user_0_3
20022,9,33,2,group_1,user_0_2
20023,15,33,1,group_1,user_0_7
20024,29,0,1,group_1,user_0_8
20025,25,2,4,group_1,user_0_9
20026,42,28,1,group_1,user_0_2
20027,25,9,3,group_1,user_0_2
20028,46,36,2,group_1,user_0_6
20029,47,36,0,group_1,user_0_8
20030,47,0,2,group_1,user_0_9
20031,15,28,0,group_1,user_0_0
20032,42,0,1,group_1,user_0_9
20033,34,4,1,group_1,user_0_7
20034,20,9,4,group_1,user_0_4
20035,18,32,3,group_1,user_0_8
20036,40,0,0,group_1,user_0_4
20037,42,28,2,group_1,user_0_3
20038,31,33,3,group_1,user_0_0
20039,31,0,4,group_1,user_0_7
20040,24,7,1,group_1,user_0_3
20041,15,36,1,group_1,user_0_7
20042,31,38,1,group_1,user_0_8
20043,40,32,0,group_1,user_0_6
20044,13,38,1,group_1,user_0_0
20045,24,24,0,group_1,user_0_3
20047,46,24,2,group_1,user_0_6
20048,30,0,3,group_1,user_0_1
20049,47,2,0,group_1,user_0_6
20050,3,25,4,group_1,user_0_0
20051,34,9,3,group_1,user_0_7
20052,20,28,3,group_1,user_0_4
20053,24,28,1,group_1,user_0_9
20054,15,7,0,group_1,user_0_1
20055,47,33,1,group_1,user_0_3
20056,48,38,4,group_1,user_0_2
20057,8,0,2,group_1,user_0_0
20058,3,38,4,group_1,user_0_8
20059,19,9,3,group_1,user_0_6
20060,29,28,4,group_1,user_0_6
20061,9,27,3,group_1,user_0_9
20062,34,28,1,group_1,user_0_1
20063,32,28,2,group_1,user_0_6
20064,8,0,3,group_1,user_0_9
20065,48,38,1,group_1,user_0_9
20066,34,0,1,group_1,user_0_7
20067,32,0,0,group_1,user_0_3
20068,8,32,4,group_1,user_0_6
20069,42,9,0,group_1,user_0_5
20070,18,9,2,group_1,user_0_8
20071,47,27,4,group_1,user_0_9
20072,38,33,3,group_1,user_0_9
20073,47,38,3,group_1,user_0_2
20074,4,7,0,group_1,user_0_9
20075,46,32,1,group_1,user_0_2
20076,18,4,4,group_1,user_0_2
20077,40,2,0,group_1,user_0_6
20078,40,25,3,group_1,user_0_6
20079,18,28,1,group_1,user_0_6
20080,20,2,4,group_1,user_0_9
20081,4,36,0,group_1,user_0_4
20082,32,32,3,group_1,user_0_0
20084,25,36,4,group_1,user_0_8
20085,9,33,1,group_1,user_0_5
20086,19,27,4,group_1,user_0_7
20087,30,9,1,group_1,user_0_5
20088,48,25,0,group_1,user_0_4
20089,32,36,0,group_1,user_0_1
20090,19,25,1,group_1,user_0_5
20092,31,4,3,group_1,user_0_2
20093,32,38,0,group_1,user_0_1
20094,30,33,0,group_1,user_0_4
20095,15,7,1,group_1,user_0_6
20096,13,36,0,group_1,user_0_8
20097,30,33,1,group_1,user_0_8
20098,19,36,4,group_1,user_0_1
20099,32,24,4,group_1,user_0_0
20100,29,7,3,group_1,user_0_2
20101,19,28,1,group_1,user_0_1
20102,8,4,1,group_1,user_0_3
20103,34,4,4,group_1,user_0_2
20104,13,32,1,group_1,user_0_2
20105,15,2,4,group_1,user_0_0
20106,40,24,2,group_1,user_0_9
20107,47,25,4,group_1,user_0_8
20108,15,4,0,group_1,user_0_8
20109,42,24,2,group_1,user_0_5
20110,32,32,4,group_1,user_0_1
20111,13,9,4,group_1,user_0_3
20113,46,7,3,group_1,user_0_6
20114,30,25,3,group_1,user_0_4
20115,13,0,3,group_1,user_0_8
20117,34,32,4,group_1,user_0_4
20118,32,25,4,group_1,user_0_1
20119,40,9,4,group_1,user_0_4
20120,48,28,3,group_1,user_0_0
20121,31,33,0,group_1,user_0_8
20122,13,28,1,group_1,user_0_9
20123,30,7,0,group_1,user_0_6
20124,8,25,2,group_1,user_0_2
20125,31,36,0,group_1,user_0_6
20126,19,0,3,group_1,user_0_3
20127,4,4,3,group_1,user_0_1
20128,4,27,0,group_1,user_0_2
20129,47,7,2,group_1,user_0_5
20130,31,38,0,group_1,user_0_6
20131,46,36,0,group_1,user_0_5
20132,4,36,4,group_1,user_0_3
20133,25,27,3,group_1,user_0_0
20134,4,4,4,group_1,user_0_8
20135,34,2,2,group_1,user_0_7
20136,31,24,0,group_1,user_0_6
20137,47,28,1,group_1,user_0_5
20139,47,25,1,group_1,user_0_9
20140,25,4,3,group_1,user_0_2
20141,15,27,3,group_1,user_0_0
20143,46,24,1,group_1,user_0_8
20144,4,38,2,group_1,user_0_3
20145,47,4,4,group_1,user_0_6
20146,30,4,2,group_1,user_0_8
20147,24,25,1,group_1,user_0_1
20148,29,7,4,group_1,user_0_7
20149,46,36,1,group_1,user_0_9
20150,18,2,0,group_1,user_0_0
20151,15,9,0,group_1,user_0_2
20152,38,36,3,group_1,user_0_0
20153,38,25,0,group_1,user_0_1
20154,20,28,0,group_1,user_0_7
20155,30,38,3,group_1,user_0_7
20156,24,36,1,group_1,user_0_4
20157,40,32,2,group_1,user_0_8
20158,48,0,3,group_1,user_0_7
20159,25,0,0,group_1,user_0_4
20160,19,4,2,group_1,user_0_7
20161,8,28,1,group_1,user_0_8
20162,46,28,2,group_1,user_0_7
20163,3,9,3,group_1,user_0_7
20164,32,25,0,group_1,user_0_3
20165,29,33,4,group_1,user_0_5
20167,30,24,1,group_1,user_0_4
20168,24,28,2,group_1,user_0_0
20169,3,2,3,group_1,user_0_9
20170,18,33,4,group_1,user_0_8
20172,24,9,2,group_1,user_0_4
20173,46,28,3,group_1,user_0_6
20174,46,7,1,group_1,user_0_7
20175,8,36,3,group_1,user_0_0
20176,4,9,4,group_1,user_0_8
20177,46,7,4,group_1,user_0_7
20178,13,4,4,group_1,user_0_8
20179,47,9,3,group_1,user_0_7
20180,9,28,2,group_1,user_0_4
20181,48,27,1,group_1,user_0_8
20182,9,7,3,group_1,user_0_1
20183,8,32,2,group_1,user_0_7
20184,19,32,4,group_1,user_0_8
20185,34,36,4,group_1,user_0_3
20186,30,24,2,group_1,user_0_8
20187,30,2,1,group_1,user_0_2
20188,25,36,0,group_1,user_0_5
20189,20,24,2,group_1,user_0_8
20190,13,24,4,group_1,user_0_1
20191,30,38,4,group_1,user_0_6
20192,48,9,4,group_1,user_0_1
20194,25,25,0,group_1,user_0_8
20195,29,24,3,group_1,user_0_8
20196,40,4,1,group_1,user_0_4
20197,25,2,2,group_1,user_0_0
20198,31,36,3,group_1,user_0_2
20199,29,38,1,group_1,user_0_0
20200,9,36,1,group_1,user_0_4
20201,29,9,0,group_1,user_0_9
20203,31,9,2,group_1,user_0_4
20205,24,7,0,group_1,user_0_4
20206,38,38,1,group_1,user_0_6
20207,31,0,1,group_1,user_0_7
20208,29,25,0,group_1,user_0_3
20209,15,27,2,group_1,user_0_6
20210,9,38,4,group_1,user_0_0
20211,19,36,2,group_1,user_0_9
20213,4,0,3,group_1,user_0_3
20214,42,36,2,group_1,user_0_0
20215,32,9,0,group_1,user_0_6
20216,42,2,4,group_1,user_0_7
20217,42,2,2,group_1,user_0_1
20218,38,9,2,group_1,user_0_0
20219,19,2,4,group_1,user_0_1
20220,46,9,3,group_1,user_0_3
20221,34,32,1,group_1,user_0_8
20222,4,28,3,group_1,user_0_9
20223,34,36,0,group_1,user_0_5
20224,4,28,2,group_1,user_0_3
20225,48,28,2,group_1,user_0_4
20227,32,33,4,group_1,user_0_5
20229,4,25,0,group_1,user_0_5
20230,19,33,3,group_1,user_0_7
20231,31,7,1,group_1,user_0_0
20233,25,33,2,group_1,user_0_2
20234,25,33,1,group_1,user_0_9
20235,8,4,3,group_1,user_0_8
20236,9,0,2,group_1,user_0_4
20237,29,7,2,group_1,user_0_6
20239,20,0,1,group_1,user_0_5
20240,20,0,0,group_1,user_0_2
20241,48,27,2,group_1,user_0_7
20242,30,27,2,group_1,user_0_8
20243,29,2,1,group_1,user_0_1
20244,34,36,2,group_1,user_0_0
20245,46,25,2,group_1,user_0_5
20246,9,32,3,group_1,user_0_3
20247,25,25,1,group_1,user_0_3
20248,15,25,0,group_1,user_0_8
20249,47,27,2,group_1,user_0_5
20250,3,24,1,group_1,user_0_2
20251,32,2,0,group_1,user_0_2
20252,18,24,3,group_1,user_0_8
20253,38,7,1,group_1,user_0_3
20254,15,0,0,group_1,user_0_5
20255,32,0,1,group_1,user_0_3
20256,25,38,2,group_1,user_0_1
20257,4,0,4,group_1,user_0_6
20258,18,0,1,group_1,user_0_4
20259,29,33,0,group_1,user_0_6
20260,20,36,4,group_1,user_0_3
20261,24,0,4,group_1,user_0_1
20262,30,7,1,group_1,user_0_5
20263,24,36,2,group_1,user_0_0
20264,13,9,0,group_1,user_0_8
20265,30,2,0,group_1,user_0_2
20266,24,25,0,group_1,user_0_4
20267,13,0,4,group_1,user_0_3
20268,25,0,1,group_1,user_0_5
20269,34,9,0,group_1,user_0_6
20271,15,36,2,group_1,user_0_6
20273,34,33,4,group_1,user_0_8
20274,19,38,3,group_1,user_0_7
20276,29,9,1,group_1,user_0_6
20277,9,28,4,group_1,user_0_3
20278,32,25,1,group_1,user_0_4
20279,20,36,3,group_1,user_0_1
20280,25,25,3,group_1,user_0_3
20281,40,25,2,group_1,user_0_9
20282,18,4,1,group_1,user_0_8
20283,32,28,4,group_1,user_0_0
20285,4,9,2,group_1,user_0_0
20286,13,7,0,group_1,user_0_1
20287,38,4,1,group_1,user_0_6
20288,25,33,0,group_1,user_0_3
20290,8,0,0,group_1,user_0_7
20291,8,32,0,group_1,user_0_0
20292,38,27,4,group_1,user_0_4
20294,15,33,2,group_1,user_0_0
20295,30,38,2,group_1,user_0_3
20296,48,36,1,group_1,user_0_6
20297,20,0,4,group_1,user_0_1
20298,13,28,0,group_1,user_0_1
20299,31,27,0,group_1,user_0_7
20301,40,28,4,group_1,user_0_7
20302,15,2,0,group_1,user_0_3
20303,15,7,4,group_1,user_0_6
20304,29,27,3,group_1,user_0_4
20305,25,28,3,group_1,user_0_9
20306,30,32,2,group_1,user_0_4
20307,48,0,0,group_1,user_0_7
20308,42,0,2,group_1,user_0_7
20309,18,4,2,group_1,user_0_9
20310,13,25,1,group_1,user_0_2
20311,38,4,2,group_1,user_0_0
20312,19,2,2,group_1,user_0_7
20314,13,28,3,group_1,user_0_3
20315,3,32,2,group_1,user_0_3
20316,19,32,0,group_1,user_0_6
20317,46,36,4,group_1,user_0_8
20318,13,38,0,group_1,user_0_3
20319,24,33,4,group_1,user_0_7
20321,31,32,2,group_1,user_0_0
20322,25,28,0,group_1,user_0_4
20323,47,0,3,group_1,user_0_0
20324,4,24,1,group_1,user_0_9
20325,25,4,0,group_1,user_0_9
20326,8,36,2,group_1,user_0_2
20327,25,32,4,group_1,user_0_8
20329,18,38,1,group_1,user_0_7
20330,15,28,4,group_1,user_0_1
20332,38,36,4,group_1,user_0_6
20334,3,33,0,group_1,user_0_1
20336,38,28,1,group_1,user_0_5
20337,25,0,4,group_1,user_0_8
20339,19,33,2,group_1,user_0_8
20340,42,25,0,group_1,user_0_3
20341,25,38,0,group_1,user_0_8
20342,42,25,2,group_1,user_0_2
20343,25,7,2,group_1,user_0_1
20346,34,7,1,group_1,user_0_5
20348,20,38,3,group_1,user_0_4
20349,42,4,4,group_1,user_0_5
20350,30,32,1,group_1,user_0_6
20351,46,2,0,group_1,user_0_9
20352,9,4,3,group_1,user_0_5
20353,32,25,3,group_1,user_0_1
20354,13,9,2,group_1,user_0_2
20355,9,25,3,group_1,user_0_2
20356,3,36,4,group_1,user_0_4
20357,42,2,0,group_1,user_0_3
20358,29,24,4,group_1,user_0_7
20359,15,32,1,group_1,user_0_9
20360,32,2,2,group_1,user_0_0
20361,29,38,4,group_1,user_0_9
20362,20,25,4,group_1,user_0_7
20363,40,28,3,group_1,user_0_3
20364,9,27,0,group_1,user_0_5
20365,48,4,4,group_1,user_0_9
20366,32,4,2,group_1,user_0_3
20368,32,9,2,group_1,user_0_0
20369,13,24,1,group_1,user_0_9
20370,20,2,3,group_1,user_0_3
20371,29,25,4,group_1,user_0_5
20372,24,32,0,group_1,user_0_1
20373,25,28,2,group_1,user_0_6
20374,19,25,3,group_1,user_0_8
20375,24,0,2,group_1,user_0_7
20376,13,24,0,group_1,user_0_9
20377,20,32,4,group_1,user_0_1
20379,46,4,2,group_1,user_0_6
20381,18,27,0,group_1,user_0_8
20382,42,7,4,group_1,user_0_2
20383,47,38,0,group_1,user_0_5
20384,30,25,0,group_1,user_0_5
20385,47,33,2,group_1,user_0_9
20386,4,28,1,group_1,user_0_7
20387,15,2,3,group_1,user_0_2
20388,46,4,1,group_1,user_0_4
20389,42,32,0,group_1,user_0_8
20390,31,33,1,group_1,user_0_8
20391,13,36,1,group_1,user_0_0
20393,25,0,3,group_1,user_0_2
20394,3,28,3,group_1,user_0_0
20397,47,9,0,group_1,user_0_6
20398,30,27,0,group_1,user_0_8
20399,20,28,1,group_1,user_0_8
20400,31,25,1,group_1,user_0_0
20402,42,4,1,group_1,user_0_8
20403,47,2,1,group_1,user_0_1
20405,19,24,0,group_1,user_0_0
20406,20,7,3,group_1,user_0_4
20407,31,4,0,group_1,user_0_8
20408,19,4,3,group_1,user_0_3
20409,47,25,0,group_1,user_0_7
20410,40,38,2,group_1,user_0_5
20411,25,32,1,group_1,user_0_1
20412,8,4,0,group_1,user_0_6
20413,34,9,4,group_1,user_0_1
20414,8,38,4,group_1,user_0_2
20415,8,38,0,group_1,user_0_9
20416,47,33,3,group_1,user_0_0
20417,48,2,3,group_1,user_0_9
20422,19,2,3,group_1,user_0_4
20424,19,38,2,group_1,user_0_3
20426,46,33,3,group_1,user_0_6
20428,32,27,0,group_1,user_0_7
20429,40,7,3,group_1,user_0_7
20430,47,36,2,group_1,user_0_4
20432,24,38,0,group_1,user_0_4
20433,24,0,3,group_1,user_0_2
20434,29,32,1,group_1,user_0_9
20435,3,36,2,group_1,user_0_4
20436,46,28,0,group_1,user_0_4
20437,40,7,4,group_1,user_0_0
20439,29,0,0,group_1,user_0_0
20441,4,7,3,group_1,user_0_2
20442,24,32,3,group_1,user_0_5
20443,46,27,4,group_1,user_0_6
20445,20,9,1,group_1,user_0_5
20447,29,9,4,group_1,user_0_5
20448,25,9,2,group_1,user_0_7
20449,3,2,2,group_1,user_0_2
20450,9,2,0,group_1,user_0_7
20451,31,2,1,group_1,user_0_8
20452,8,7,0,group_1,user_0_1
20453,38,25,4,group_1,user_0_2
20454,15,32,2,group_1,user_0_3
20455,15,36,3,group_1,user_0_9
20456,8,27,0,group_1,user_0_6
20457,48,24,4,group_1,user_0_2
20458,40,25,1,group_1,user_0_5
20459,32,32,1,group_1,user_0_7
20461,47,38,4,group_1,user_0_7
20462,8,28,0,group_1,user_0_5
20463,24,32,1,group_1,user_0_4
20464,46,38,0,group_1,user_0_7
20465,9,33,3,group_1,user_0_3
20466,20,33,4,group_1,user_0_3
20467,38,27,1,group_1,user_0_1
20472,4,9,1,group_1,user_0_5
20473,3,33,2,group_1,user_0_8
20474,40,28,2,group_1,user_0_6
20475,3,9,4,group_1,user_0_9
20476,8,9,2,group_1,user_0_2
20477,40,36,1,group_1,user_0_9
20478,13,33,1,group_1,user_0_2
20481,38,28,2,group_1,user_0_6
20482,31,9,1,group_1,user_0_1
20483,18,9,3,group_1,user_0_1
20484,24,28,0,group_1,user_0_8
20485,8,36,4,group_1,user_0_6
20491,38,0,3,group_1,user_0_0
20493,18,2,4,group_1,user_0_2
20494,8,27,2,group_1,user_0_3
20495,4,32,0,group_1,user_0_4
20496,8,27,3,group_1,user_0_3
20499,8,9,1,group_1,user_0_2
20500,29,28,0,group_1,user_0_8
20501,40,27,1,group_1,user_0_8
20502,34,24,2,group_1,user_0_0
20506,18,38,4,group_1,user_0_4
20509,3,4,3,group_1,user_0_5
20510,40,9,0,group_1,user_0_7
20511,40,28,1,group_1,user_0_7
20512,15,24,4,group_1,user_0_1
20514,9,24,3,group_1,user_0_5
20516,40,4,4,group_1,user_0_0
20517,13,27,0,group_1,user_0_0
20518,19,4,0,group_1,user_0_5
20521,46,0,0,group_1,user_0_9
20522,15,9,4,group_1,user_0_9
20523,18,0,4,group_1,user_0_7
20525,25,25,2,group_1,user_0_7
20528,29,4,1,group_1,user_0_4
20529,32,25,2,group_1,user_0_1
20531,24,38,2,group_1,user_0_1
20532,13,38,3,group_1,user_0_1
20533,8,25,0,group_1,user_0_4
20534,42,33,1,group_1,user_0_1
20535,38,38,2,group_1,user_0_9
20536,30,24,0,group_1,user_0_6
20540,29,24,2,group_1,user_0_3
20541,24,38,4,group_1,user_0_6
20544,46,2,3,group_1,user_0_2
20547,24,9,0,group_1,user_0_8
20548,38,27,0,group_1,user_0_5
20553,19,9,4,group_1,user_0_2
20555,3,0,1,group_1,user_0_1
20557,13,25,2,group_1,user_0_5
20561,8,36,1,group_1,user_0_6
20562,15,0,3,group_1,user_0_9
20563,19,0,4,group_1,user_0_6
20564,4,9,3,group_1,user_0_0
20565,40,24,0,group_1,user_0_8
20566,19,27,1,group_1,user_0_6
20568,9,38,1,group_1,user_0_2
20569,38,0,2,group_1,user_0_2
20570,31,2,4,group_1,user_0_8
20571,38,38,4,group_1,user_0_8
20572,47,24,0,group_1,user_0_5
20573,19,7,0,group_1,user_0_2
20574,20,4,4,group_1,user_0_1
20577,40,38,3,group_1,user_0_0
20578,38,9,0,group_1,user_0_4
20579,4,4,0,group_1,user_0_7
20580,34,38,2,group_1,user_0_9
20581,34,4,2,group_1,user_0_7
20583,20,28,4,group_1,user_0_2
20584,42,24,4,group_1,user_0_2
20587,29,28,3,group_1,user_0_5
20588,29,0,4,group_1,user_0_5
20590,8,2,3,group_1,user_0_9
20592,9,4,2,group_1,user_0_9
20593,24,24,3,group_1,user_0_2
20594,20,9,3,group_1,user_0_1
20595,3,9,1,group_1,user_0_3
20596,9,4,4,group_1,user_0_2
20597,19,28,4,group_1,user_0_8
20599,13,4,1,group_1,user_0_0
20600,40,25,0,group_1,user_0_5
20602,3,0,3,group_1,user_0_9
20603,46,25,1,group_1,user_0_5
20604,47,4,3,group_1,user_0_2
20605,40,33,4,group_1,user_0_4
20606,38,33,0,group_1,user_0_9
20607,9,33,0,group_1,user_0_9
20608,30,33,4,group_1,user_0_3
20610,3,28,0,group_1,user_0_3
20611,25,38,1,group_1,user_0_9
20612,29,36,4,group_1,user_0_2
20613,38,32,4,group_1,user_0_3
20614,20,33,2,group_1,user_0_6
20620,8,7,4,group_1,user_0_4
20621,46,7,0,group_1,user_0_3
20623,20,25,1,group_1,user_0_5
20624,24,7,3,group_1,user_0_4
20625,3,24,0,group_1,user_0_8
20626,40,36,4,group_1,user_0_1
20629,34,24,1,group_1,user_0_4
20633,31,2,0,group_1,user_0_1
20641,24,4,2,group_1,user_0_0
20642,25,36,2,group_1,user_0_3
20643,29,33,1,group_1,user_0_1
20644,38,38,3,group_1,user_0_1
20645,34,0,3,group_1,user_0_9
20646,42,32,2,group_1,user_0_3
20647,20,2,2,group_1,user_0_3
20648,38,24,2,group_1,user_0_8
20649,19,4,1,group_1,user_0_1
20650,25,9,0,group_1,user_0_1
20651,38,9,4,group_1,user_0_8
20652,24,36,0,group_1,user_0_4
20653,19,0,0,group_1,user_0_6
20654,29,27,2,group_1,user_0_6
20657,31,36,2,group_1,user_0_2
20659,9,25,1,group_1,user_0_0
20660,4,25,1,group_1,user_0_5
20661,18,9,4,group_1,user_0_5
20663,19,32,1,group_1,user_0_1
20666,24,27,3,group_1,user_0_7
20668,34,7,3,group_1,user_0_8
20670,42,32,1,group_1,user_0_9
20673,38,2,4,group_1,user_0_2
20674,48,9,0,group_1,user_0_9
20675,20,4,0,group_1,user_0_1
20677,8,38,3,group_1,user_0_3
20678,18,2,1,group_1,user_0_8
20679,34,25,3,group_1,user_0_4
20684,31,24,4,group_1,user_0_9
20685,31,9,4,group_1,user_0_9
20687,18,27,4,group_1,user_0_0
20689,38,0,0,group_1,user_0_2
20692,4,2,1,group_1,user_0_5
20693,13,36,4,group_1,user_0_4
20695,48,25,3,group_1,user_0_9
20696,31,36,1,group_1,user_0_5
20697,29,33,2,group_1,user_0_9
20698,25,24,4,group_1,user_0_6
20701,46,36,3,group_1,user_0_9
20702,31,28,0,group_1,user_0_8
20703,20,38,1,group_1,user_0_8
20704,13,4,0,group_1,user_0_6
20706,9,9,3,group_1,user_0_3
20707,42,38,4,group_1,user_0_8
20709,47,27,1,group_1,user_0_3
20710,34,4,0,group_1,user_0_4
20711,20,32,3,group_1,user_0_0
20713,4,0,1,group_1,user_0_4
20714,34,4,3,group_1,user_0_6
20715,18,7,0,group_1,user_0_6
20716,31,4,1,group_1,user_0_6
20717,29,4,4,group_1,user_0_0
20718,34,27,2,group_1,user_0_8
20721,4,38,3,group_1,user_0_7
20724,40,0,2,group_1,user_0_0
20726,18,36,3,group_1,user_0_0
20727,13,0,1,group_1,user_0_6
20728,42,9,4,group_1,user_0_4
20729,24,36,4,group_1,user_0_7
20730,47,2,3,group_1,user_0_6
20731,24,2,3,group_1,user_0_1
20733,48,0,2,group_1,user_0_2
20734,8,2,0,group_1,user_0_2
20735,13,33,3,group_1,user_0_2
20736,48,33,2,group_1,user_0_5
20737,38,7,0,group_1,user_0_4
20738,3,7,4,group_1,user_0_0
20739,15,25,3,group_1,user_0_1
20740,34,28,2,group_1,user_0_1
20743,31,38,3,group_1,user_0_0
20744,40,0,4,group_1,user_0_2
20745,31,32,4,group_1,user_0_1
20746,47,0,1,group_1,user_0_2
20747,34,27,0,group_1,user_0_6
20748,48,25,2,group_1,user_0_7
20749,15,0,4,group_1,user_0_7
20751,46,32,0,group_1,user_0_6
20752,47,0,0,group_1,user_0_4
20753,47,32,4,group_1,user_0_9
20754,13,25,3,group_1,user_0_8
20755,3,0,2,group_1,user_0_4
20756,13,2,2,group_1,user_0_9
20760,25,7,0,group_1,user_0_2
20761,48,38,3,group_1,user_0_1
20767,24,2,4,group_1,user_0_0
20769,46,38,4,group_1,user_0_7
20770,46,27,3,group_1,user_0_8
20771,4,7,4,group_1,user_0_9
20772,3,28,4,group_1,user_0_6
20773,31,2,3,group_1,user_0_6
20776,24,32,2,group_1,user_0_6
20777,38,2,3,group_1,user_0_3
20783,19,32,3,group_1,user_0_2
20787,29,24,1,group_1,user_0_9
20788,30,36,1,group_1,user_0_8
20789,42,25,3,group_1,user_0_0
20791,24,4,1,group_1,user_0_5
20793,19,33,4,group_1,user_0_6
20794,48,7,2,group_1,user_0_4
20796,32,24,0,group_1,user_0_3
20801,32,24,3,group_1,user_0_1
20802,30,32,0,group_1,user_0_7
20803,48,25,1,group_1,user_0_8
20804,20,0,2,group_1,user_0_6
20805,15,27,1,group_1,user_0_4
20806,48,2,2,group_1,user_0_7
20807,32,7,2,group_1,user_0_4
20808,29,38,3,group_1,user_0_9
20810,13,28,2,group_1,user_0_2
20811,24,33,0,group_1,user_0_1
20813,25,7,4,group_1,user_0_6
20814,31,32,0,group_1,user_0_8
20816,40,28,0,group_1,user_0_1
20820,8,33,0,group_1,user_0_2
20821,42,25,1,group_1,user_0_2
20822,25,27,0,group_1,user_0_1
20823,34,7,0,group_1,user_0_8
20824,24,27,1,group_1,user_0_5
20825,29,4,3,group_1,user_0_8
20826,19,27,0,group_1,user_0_0
20827,29,2,4,group_1,user_0_4
20834,32,33,2,group_1,user_0_7
20837,25,24,2,group_1,user_0_7
20838,15,9,3,group_1,user_0_9
20839,40,9,3,group_1,user_0_8
20840,30,33,2,group_1,user_0_9
20841,25,38,4,group_1,user_0_9
20843,9,24,0,group_1,user_0_0
20844,40,9,2,group_1,user_0_0
20846,8,9,0,group_1,user_0_9
20847,13,25,4,group_1,user_0_5
20848,48,36,3,group_1,user_0_9
20849,3,33,4,group_1,user_0_7
20850,47,32,2,group_1,user_0_6
20852,3,38,2,group_1,user_0_9
20856,9,28,1,group_1,user_0_9
20857,25,27,2,group_1,user_0_2
20858,42,33,4,group_1,user_0_6
20861,32,24,1,group_1,user_0_2
20862,24,28,4,group_1,user_0_0
20866,48,24,0,group_1,user_0_8
20867,48,4,1,group_1,user_0_0
20869,8,24,1,group_1,user_0_2
20872,30,38,0,group_1,user_0_8
20873,30,28,1,group_1,user_0_1
20875,40,38,1,group_1,user_0_5
20877,31,4,2,group_1,user_0_0
20879,18,2,3,group_1,user_0_6
20880,42,7,3,group_1,user_0_0
20887,3,36,1,group_1,user_0_9
20888,18,36,2,group_1,user_0_0
20890,31,33,4,group_1,user_0_4
20891,34,38,3,group_1,user_0_0
20892,3,7,2,group_1,user_0_4
20895,19,36,0,group_1,user_0_5
20896,3,25,3,group_1,user_0_3
20898,42,36,0,group_1,user_0_0
