id,example_id,lings_property_id,group_id,creator_id
960,36,92,group_0,user_0_4
961,33,650,group_0,user_0_3
962,38,40,group_0,user_0_7
963,40,165,group_0,user_0_2
964,31,68,group_0,user_0_2
965,28,177,group_0,user_0_3
966,23,917,group_0,user_0_5
967,44,32,group_0,user_0_4
968,6,152,group_0,user_0_5
969,6,1323,group_0,user_0_4
970,0,24,group_0,user_0_8
973,6,263,group_0,user_0_1
974,13,520,group_0,user_0_2
977,25,38,group_0,user_0_1
978,34,334,group_0,user_0_8
979,26,375,group_0,user_0_3
981,28,70,group_0,user_0_3
982,25,280,group_0,user_0_5
983,29,66,group_0,user_0_7
985,10,633,group_0,user_0_9
986,48,371,group_0,user_0_4
987,38,101,group_0,user_0_7
988,10,605,group_0,user_0_8
990,49,1489,group_0,user_0_4
991,8,66,group_0,user_0_8
992,45,147,group_0,user_0_4
994,41,1144,group_0,user_0_1
995,17,2768,group_0,user_0_3
996,26,903,group_0,user_0_5
997,28,217,group_0,user_0_4
998,43,633,group_0,user_0_3
999,44,407,group_0,user_0_8
1000,8,1030,group_0,user_0_7
1002,26,3152,group_0,user_0_4
1003,48,84,group_0,user_0_2
1004,24,345,group_0,user_0_6
1005,33,1601,group_0,user_0_3
1007,40,153,group_0,user_0_2
1008,18,615,group_0,user_0_3
1009,27,518,group_0,user_0_5
1010,24,337,group_0,user_0_0
1011,12,631,group_0,user_0_3
1013,5,144,group_0,user_0_4
1015,48,19,group_0,user_0_4
1016,38,836,group_0,user_0_5
1017,32,111,group_0,user_0_3
1018,38,6,group_0,user_0_0
1020,40,287,group_0,user_0_6
1021,40,412,group_0,user_0_2
1022,32,342,group_0,user_0_2
1023,1,842,group_0,user_0_9
1025,7,13,group_0,user_0_8
1026,32,412,group_0,user_0_3
1027,31,52,group_0,user_0_0
1031,24,80,group_0,user_0_8
1032,37,197,group_0,user_0_9
1034,4,346,group_0,user_0_4
1038,21,399,group_0,user_0_6
1039,14,999,group_0,user_0_2
1041,17,22,group_0,user_0_3
1043,42,3152,group_0,user_0_0
1046,38,326,group_0,user_0_4
1048,44,148,group_0,user_0_3
1049,32,215,group_0,user_0_7
1050,39,557,group_0,user_0_0
1051,44,201,group_0,user_0_3
1052,29,152,group_0,user_0_2
1053,5,117,group_0,user_0_7
1055,39,22,group_0,user_0_0
1056,32,22,group_0,user_0_4
1057,27,26,group_0,user_0_5
1058,18,485,group_0,user_0_7
1061,43,181,group_0,user_0_3
1064,31,1384,group_0,user_0_8
1065,14,54,group_0,user_0_7
1066,27,632,group_0,user_0_7
1067,25,194,group_0,user_0_8
1068,25,1451,group_0,user_0_4
1070,24,278,group_0,user_0_5
1071,12,1880,group_0,user_0_8
1072,23,194,group_0,user_0_2
1073,9,770,group_0,user_0_6
1074,43,465,group_0,user_0_1
1075,19,96,group_0,user_0_7
1076,11,236,group_0,user_0_8
1079,9,241,group_0,user_0_3
1081,6,160,group_0,user_0_9
1082,10,565,group_0,user_0_0
1083,19,277,group_0,user_0_9
1084,27,402,group_0,user_0_9
1086,36,582,group_0,user_0_3
1087,5,96,group_0,user_0_1
1088,16,316,group_0,user_0_1
1089,45,914,group_0,user_0_6
1090,18,203,group_0,user_0_7
1091,39,165,group_0,user_0_1
1092,43,1289,group_0,user_0_6
1094,43,104,group_0,user_0_7
1096,12,872,group_0,user_0_7
1097,1,652,group_0,user_0_5
1101,19,476,group_0,user_0_0
1102,9,653,group_0,user_0_8
1103,9,161,group_0,user_0_3
1104,4,26,group_0,user_0_2
1105,46,66,group_0,user_0_9
1107,19,986,group_0,user_0_0
1108,11,385,group_0,user_0_8
1109,39,287,group_0,user_0_2
1110,26,489,group_0,user_0_7
1111,9,50,group_0,user_0_9
1112,44,309,group_0,user_0_6
1113,49,11,group_0,user_0_4
1114,27,1105,group_0,user_0_8
1115,42,761,group_0,user_0_7
1116,23,125,group_0,user_0_1
1117,32,954,group_0,user_0_6
1118,16,215,group_0,user_0_7
1119,5,1072,group_0,user_0_1
1120,0,653,group_0,user_0_1
1123,5,954,group_0,user_0_2
1124,46,409,group_0,user_0_5
1125,36,194,group_0,user_0_2
1126,8,474,group_0,user_0_4
1127,23,806,group_0,user_0_6
1128,21,251,group_0,user_0_1
1129,26,314,group_0,user_0_3
1130,12,1276,group_0,user_0_4
1131,10,965,group_0,user_0_5
1132,35,718,group_0,user_0_2
1133,36,67,group_0,user_0_3
1136,39,144,group_0,user_0_9
1137,43,429,group_0,user_0_8
1140,33,250,group_0,user_0_2
1141,11,449,group_0,user_0_6
1142,22,404,group_0,user_0_9
1143,48,2027,group_0,user_0_2
1144,25,1329,group_0,user_0_9
1145,46,408,group_0,user_0_9
1146,19,1188,group_0,user_0_6
1147,9,377,group_0,user_0_0
1148,33,1671,group_0,user_0_6
1149,23,67,group_0,user_0_5
1150,40,380,group_0,user_0_3
1151,1,140,group_0,user_0_9
1152,8,118,group_0,user_0_6
1153,28,18,group_0,user_0_3
1154,12,2639,group_0,user_0_6
1155,44,93,group_0,user_0_9
1156,25,537,group_0,user_0_8
1157,23,962,group_0,user_0_9
1158,22,351,group_0,user_0_7
1159,29,485,group_0,user_0_0
1160,40,339,group_0,user_0_6
1161,18,263,group_0,user_0_6
1162,42,427,group_0,user_0_0
1163,36,130,group_0,user_0_0
1164,20,574,group_0,user_0_9
1165,14,287,group_0,user_0_0
1166,45,218,group_0,user_0_9
1167,46,4413,group_0,user_0_2
1168,45,208,group_0,user_0_1
1169,6,2120,group_0,user_0_4
1171,10,204,group_0,user_0_5
1172,30,1361,group_0,user_0_7
1173,17,665,group_0,user_0_2
1174,47,185,group_0,user_0_9
1176,38,139,group_0,user_0_0
1177,9,87,group_0,user_0_1
1178,16,399,group_0,user_0_6
1179,37,2768,group_0,user_0_9
1180,11,1527,group_0,user_0_9
1182,30,1765,group_0,user_0_7
1183,11,254,group_0,user_0_7
1184,43,520,group_0,user_0_0
1185,9,746,group_0,user_0_4
1186,41,131,group_0,user_0_0
1188,19,117,group_0,user_0_4
1189,40,1003,group_0,user_0_1
1190,44,139,group_0,user_0_4
1192,26,193,group_0,user_0_2
1193,0,241,group_0,user_0_9
1194,44,6,group_0,user_0_8
1195,33,664,group_0,user_0_8
1196,27,5,group_0,user_0_3
1197,2,2199,group_0,user_0_6
1198,47,782,group_0,user_0_0
1199,16,282,group_0,user_0_8
1201,44,283,group_0,user_0_5
1203,39,77,group_0,user_0_2
1205,1,343,group_0,user_0_4
1206,46,163,group_0,user_0_8
1207,8,1601,group_0,user_0_1
1208,41,187,group_0,user_0_6
1209,16,77,group_0,user_0_4
1210,29,4413,group_0,user_0_5
1211,13,198,group_0,user_0_1
1213,19,197,group_0,user_0_0
1215,8,957,group_0,user_0_6
1216,19,411,group_0,user_0_4
1217,18,66,group_0,user_0_8
1218,5,77,group_0,user_0_6
1219,32,380,group_0,user_0_6
1221,8,2120,group_0,user_0_7
1222,41,632,group_0,user_0_3
1224,23,1308,group_0,user_0_0
1225,24,507,group_0,user_0_4
1227,25,8,group_0,user_0_2
1230,42,1364,group_0,user_0_1
1232,1,51,group_0,user_0_8
1233,11,131,group_0,user_0_6
1235,25,1011,group_0,user_0_7
1237,1,377,group_0,user_0_2
1239,2,326,group_0,user_0_8
1242,2,221,group_0,user_0_5
1243,49,767,group_0,user_0_7
1245,44,229,group_0,user_0_7
1247,39,215,group_0,user_0_4
1248,21,197,group_0,user_0_8
1249,30,487,group_0,user_0_2
1250,31,533,group_0,user_0_4
1251,1,241,group_0,user_0_0
1252,44,326,group_0,user_0_0
1253,3,15,group_0,user_0_5
1254,23,270,group_0,user_0_6
1255,5,557,group_0,user_0_4
1256,46,667,group_0,user_0_1
1258,1,510,group_0,user_0_2
1259,18,166,group_0,user_0_2
1260,48,113,group_0,user_0_1
1261,13,924,group_0,user_0_0
1262,41,392,group_0,user_0_8
1264,8,630,group_0,user_0_2
1265,3,1144,group_0,user_0_6
1267,28,450,group_0,user_0_7
1268,47,46,group_0,user_0_4
1269,39,117,group_0,user_0_4
1270,13,159,group_0,user_0_8
1271,45,230,group_0,user_0_6
1272,20,345,group_0,user_0_4
1273,22,2639,group_0,user_0_2
1274,13,1282,group_0,user_0_5
1275,33,1150,group_0,user_0_5
1276,48,443,group_0,user_0_3
1277,7,185,group_0,user_0_5
1278,32,430,group_0,user_0_9
1280,37,342,group_0,user_0_4
1281,21,316,group_0,user_0_5
1282,7,572,group_0,user_0_0
1283,10,110,group_0,user_0_9
1285,8,1150,group_0,user_0_2
1287,37,399,group_0,user_0_2
1288,39,156,group_0,user_0_6
1289,26,1611,group_0,user_0_6
1290,25,804,group_0,user_0_0
1293,11,1514,group_0,user_0_1
1295,5,339,group_0,user_0_2
1296,47,96,group_0,user_0_4
1298,2,196,group_0,user_0_4
1299,11,190,group_0,user_0_4
1300,2,332,group_0,user_0_2
1301,31,112,group_0,user_0_5
1302,26,209,group_0,user_0_9
1303,32,1212,group_0,user_0_0
1304,27,330,group_0,user_0_4
1305,31,1765,group_0,user_0_7
1307,40,468,group_0,user_0_9
1308,8,249,group_0,user_0_0
1312,32,1003,group_0,user_0_4
1313,43,17,group_0,user_0_8
1314,33,524,group_0,user_0_0
1316,38,30,group_0,user_0_6
1317,32,197,group_0,user_0_3
1318,42,33,group_0,user_0_9
1319,25,83,group_0,user_0_9
1322,25,786,group_0,user_0_8
1324,1,1435,group_0,user_0_5
1326,43,387,group_0,user_0_2
1327,1,149,group_0,user_0_7
1328,25,327,group_0,user_0_8
1329,33,453,group_0,user_0_3
1330,47,1003,group_0,user_0_5
1331,31,652,group_0,user_0_1
1332,4,2013,group_0,user_0_7
1333,42,798,group_0,user_0_7
1334,48,796,group_0,user_0_0
1335,13,1214,group_0,user_0_2
1338,42,1611,group_0,user_0_9
1339,0,1435,group_0,user_0_7
1340,8,667,group_0,user_0_5
1341,48,276,group_0,user_0_6
1342,28,2,group_0,user_0_2
1345,6,409,group_0,user_0_9
1347,46,811,group_0,user_0_9
1348,14,463,group_0,user_0_3
1349,27,356,group_0,user_0_8
1350,49,64,group_0,user_0_9
1354,0,87,group_0,user_0_8
1356,47,661,group_0,user_0_9
1357,20,298,group_0,user_0_2
1358,40,476,group_0,user_0_2
1360,22,249,group_0,user_0_1
1361,28,60,group_0,user_0_1
1362,12,413,group_0,user_0_1
1363,26,1127,group_0,user_0_1
1365,31,225,group_0,user_0_2
1366,48,226,group_0,user_0_8
1367,14,97,group_0,user_0_3
1372,1,87,group_0,user_0_0
1373,20,75,group_0,user_0_5
1374,23,36,group_0,user_0_4
1375,37,16,group_0,user_0_7
1377,23,868,group_0,user_0_0
1378,3,123,group_0,user_0_4
1379,44,214,group_0,user_0_4
1380,4,2201,group_0,user_0_1
1382,32,205,group_0,user_0_5
1383,38,214,group_0,user_0_4
1384,4,943,group_0,user_0_6
1385,24,1222,group_0,user_0_9
1386,2,598,group_0,user_0_6
1388,27,464,group_0,user_0_0
1392,48,116,group_0,user_0_4
1395,32,739,group_0,user_0_6
1396,26,798,group_0,user_0_7
1397,4,1489,group_0,user_0_3
1400,48,763,group_0,user_0_2
1403,34,1323,group_0,user_0_2
1404,48,560,group_0,user_0_5
1407,14,411,group_0,user_0_8
1409,12,667,group_0,user_0_6
1411,15,533,group_0,user_0_5
1412,49,247,group_0,user_0_2
1413,48,381,group_0,user_0_2
1415,25,73,group_0,user_0_9
1416,17,282,group_0,user_0_5
1419,24,681,group_0,user_0_3
1421,42,604,group_0,user_0_4
1423,26,808,group_0,user_0_0
1424,33,166,group_0,user_0_5
1425,34,66,group_0,user_0_7
1427,11,64,group_0,user_0_9
1429,34,192,group_0,user_0_3
1431,0,344,group_0,user_0_8
1433,18,408,group_0,user_0_8
1434,48,528,group_0,user_0_1
1435,20,448,group_0,user_0_2
1436,37,739,group_0,user_0_8
1438,20,681,group_0,user_0_4
1444,27,76,group_0,user_0_2
1445,29,206,group_0,user_0_9
1446,45,200,group_0,user_0_0
1447,34,141,group_0,user_0_8
1448,48,1214,group_0,user_0_2
1449,0,1600,group_0,user_0_4
1452,5,1502,group_0,user_0_2
1454,10,14,group_0,user_0_4
1457,41,943,group_0,user_0_5
1458,47,954,group_0,user_0_9
1459,22,872,group_0,user_0_1
1460,1,325,group_0,user_0_5
1461,38,281,group_0,user_0_5
1462,41,774,group_0,user_0_7
1463,19,782,group_0,user_0_7
1465,31,340,group_0,user_0_0
1466,24,408,group_0,user_0_8
1468,38,407,group_0,user_0_3
1469,12,681,group_0,user_0_8
1471,21,215,group_0,user_0_6
1472,19,557,group_0,user_0_6
1475,49,15,group_0,user_0_4
1476,11,29,group_0,user_0_9
1477,24,75,group_0,user_0_5
1478,21,954,group_0,user_0_5
1479,1,225,group_0,user_0_7
1480,42,78,group_0,user_0_5
1481,21,22,group_0,user_0_3
1482,49,2013,group_0,user_0_5
1483,41,171,group_0,user_0_9
1485,36,868,group_0,user_0_6
1487,32,341,group_0,user_0_2
1488,26,105,group_0,user_0_9
1490,19,896,group_0,user_0_8
1492,18,448,group_0,user_0_6
1495,14,4,group_0,user_0_4
1496,4,1019,group_0,user_0_2
1497,7,463,group_0,user_0_1
1498,10,1282,group_0,user_0_2
1499,18,1150,group_0,user_0_7
1500,7,338,group_0,user_0_0
1502,2,791,group_0,user_0_1
1504,23,1109,group_0,user_0_1
1505,21,54,group_0,user_0_0
1506,33,408,group_0,user_0_5
1508,1,746,group_0,user_0_3
1509,24,409,group_0,user_0_5
1510,41,390,group_0,user_0_1
1511,33,615,group_0,user_0_4
1513,40,411,group_0,user_0_9
1517,45,91,group_0,user_0_6
1518,42,314,group_0,user_0_4
1519,32,153,group_0,user_0_8
1520,7,457,group_0,user_0_3
1521,44,597,group_0,user_0_6
1523,41,123,group_0,user_0_4
1524,40,205,group_0,user_0_5
1525,42,1227,group_0,user_0_8
1526,29,459,group_0,user_0_4
1527,3,853,group_0,user_0_6
1528,23,1002,group_0,user_0_9
1529,20,811,group_0,user_0_4
1530,21,986,group_0,user_0_6
1531,32,86,group_0,user_0_8
1535,15,1384,group_0,user_0_7
1536,40,46,group_0,user_0_5
1537,25,519,group_0,user_0_2
1538,8,75,group_0,user_0_3
1539,20,511,group_0,user_0_0
1542,2,281,group_0,user_0_5
1543,28,325,group_0,user_0_0
1544,6,485,group_0,user_0_7
1546,3,1527,group_0,user_0_7
1547,21,463,group_0,user_0_9
1548,14,1502,group_0,user_0_2
1551,26,268,group_0,user_0_4
1553,22,890,group_0,user_0_1
1554,4,254,group_0,user_0_1
1557,3,561,group_0,user_0_5
1558,7,277,group_0,user_0_7
1559,47,61,group_0,user_0_1
1560,48,320,group_0,user_0_3
1561,1,122,group_0,user_0_4
1562,36,1451,group_0,user_0_3
1563,28,241,group_0,user_0_2
1565,18,453,group_0,user_0_4
1566,0,52,group_0,user_0_1
1567,40,694,group_0,user_0_3
1569,7,54,group_0,user_0_7
1570,31,1361,group_0,user_0_4
1572,32,463,group_0,user_0_1
1574,33,141,group_0,user_0_7
1576,2,836,group_0,user_0_6
1578,28,1361,group_0,user_0_9
1579,33,409,group_0,user_0_3
1580,23,223,group_0,user_0_9
1581,17,156,group_0,user_0_1
1582,45,20,group_0,user_0_0
1587,26,604,group_0,user_0_2
1588,7,165,group_0,user_0_1
1589,42,446,group_0,user_0_6
1591,21,86,group_0,user_0_2
1594,11,1019,group_0,user_0_7
1595,0,217,group_0,user_0_7
1597,6,2916,group_0,user_0_3
1598,17,13,group_0,user_0_5
1599,45,595,group_0,user_0_1
1600,9,0,group_0,user_0_4
1601,6,207,group_0,user_0_5
1602,16,782,group_0,user_0_5
1603,36,53,group_0,user_0_9
1604,41,402,group_0,user_0_7
1606,30,458,group_0,user_0_9
1607,27,63,group_0,user_0_9
1608,10,174,group_0,user_0_8
1611,34,203,group_0,user_0_8
1612,18,667,group_0,user_0_8
1613,8,152,group_0,user_0_6
1614,28,651,group_0,user_0_3
1616,3,449,group_0,user_0_5
1617,30,225,group_0,user_0_0
1618,11,1022,group_0,user_0_7
1619,12,664,group_0,user_0_6
1620,4,774,group_0,user_0_4
1621,36,1612,group_0,user_0_3
1622,34,524,group_0,user_0_4
1623,24,615,group_0,user_0_7
1624,36,786,group_0,user_0_4
1625,35,254,group_0,user_0_9
1626,9,2,group_0,user_0_2
1627,18,404,group_0,user_0_8
1628,13,371,group_0,user_0_3
1630,7,47,group_0,user_0_2
1632,47,411,group_0,user_0_9
1633,8,155,group_0,user_0_3
1634,11,390,group_0,user_0_9
1635,46,124,group_0,user_0_1
1636,47,114,group_0,user_0_9
1637,28,699,group_0,user_0_4
1638,9,142,group_0,user_0_2
1639,23,288,group_0,user_0_8
1640,3,145,group_0,user_0_2
1641,42,716,group_0,user_0_7
1643,17,205,group_0,user_0_0
1644,14,316,group_0,user_0_3
1646,43,374,group_0,user_0_9
1647,38,1080,group_0,user_0_2
1648,17,417,group_0,user_0_8
1649,1,2559,group_0,user_0_9
1650,43,1214,group_0,user_0_5
1651,48,659,group_0,user_0_4
1652,0,695,group_0,user_0_1
1655,41,2392,group_0,user_0_7
1656,45,538,group_0,user_0_2
1657,27,718,group_0,user_0_6
1658,23,804,group_0,user_0_5
1659,45,691,group_0,user_0_6
1660,40,251,group_0,user_0_6
1661,14,153,group_0,user_0_9
1662,28,343,group_0,user_0_1
1663,34,681,group_0,user_0_8
1664,17,4,group_0,user_0_1
1665,8,166,group_0,user_0_0
1667,21,3516,group_0,user_0_7
1668,45,1611,group_0,user_0_5
1669,8,48,group_0,user_0_4
1670,2,424,group_0,user_0_5
1672,17,2035,group_0,user_0_6
1676,22,409,group_0,user_0_4
1677,45,258,group_0,user_0_9
1680,42,489,group_0,user_0_4
1681,44,23,group_0,user_0_5
1683,3,236,group_0,user_0_5
1684,31,2,group_0,user_0_3
1685,37,986,group_0,user_0_5
1687,49,1382,group_0,user_0_3
1688,22,1671,group_0,user_0_7
1690,14,185,group_0,user_0_4
1691,39,1650,group_0,user_0_6
1692,29,337,group_0,user_0_2
1693,39,54,group_0,user_0_1
1694,43,276,group_0,user_0_9
1698,7,665,group_0,user_0_2
1699,2,1560,group_0,user_0_9
1703,28,458,group_0,user_0_6
1704,15,1765,group_0,user_0_0
1706,13,276,group_0,user_0_6
1707,35,1514,group_0,user_0_5
1708,8,2639,group_0,user_0_0
1709,19,61,group_0,user_0_3
1714,45,616,group_0,user_0_5
1717,34,312,group_0,user_0_1
1718,17,1502,group_0,user_0_9
1720,33,2916,group_0,user_0_4
1721,11,731,group_0,user_0_1
1722,38,264,group_0,user_0_7
1723,39,399,group_0,user_0_0
1724,18,626,group_0,user_0_3
1731,3,5,group_0,user_0_9
1732,17,557,group_0,user_0_6
1733,46,2916,group_0,user_0_2
1734,13,2329,group_0,user_0_0
1735,38,995,group_0,user_0_9
1736,15,963,group_0,user_0_9
1737,26,740,group_0,user_0_8
1738,9,18,group_0,user_0_8
1740,24,794,group_0,user_0_8
1741,43,780,group_0,user_0_9
1742,22,630,group_0,user_0_6
1743,44,730,group_0,user_0_5
1745,37,111,group_0,user_0_8
1747,24,162,group_0,user_0_3
1748,7,22,group_0,user_0_4
1749,1,1384,group_0,user_0_7
1750,20,872,group_0,user_0_0
1751,30,325,group_0,user_0_0
1753,40,572,group_0,user_0_1
1754,12,41,group_0,user_0_3
1756,40,457,group_0,user_0_5
1757,47,3688,group_0,user_0_7
1762,0,72,group_0,user_0_2
1764,1,434,group_0,user_0_4
1765,41,3699,group_0,user_0_9
1766,26,761,group_0,user_0_4
1767,40,94,group_0,user_0_8
1769,43,259,group_0,user_0_1
1770,9,52,group_0,user_0_9
1771,30,217,group_0,user_0_7
1772,28,344,group_0,user_0_8
1773,13,1283,group_0,user_0_6
1774,49,171,group_0,user_0_3
1776,31,50,group_0,user_0_9
1779,13,232,group_0,user_0_5
1782,25,360,group_0,user_0_4
1783,26,513,group_0,user_0_1
1784,45,359,group_0,user_0_3
1785,43,55,group_0,user_0_0
1786,43,845,group_0,user_0_3
1787,13,1174,group_0,user_0_3
1788,17,661,group_0,user_0_8
1790,38,937,group_0,user_0_0
1791,49,145,group_0,user_0_6
1792,35,767,group_0,user_0_6
1794,44,4164,group_0,user_0_9
1796,39,265,group_0,user_0_7
1799,39,382,group_0,user_0_8
1802,0,372,group_0,user_0_7
1803,11,1402,group_0,user_0_3
1804,15,1361,group_0,user_0_9
1805,48,232,group_0,user_0_1
1806,15,122,group_0,user_0_2
1807,40,197,group_0,user_0_7
1809,20,794,group_0,user_0_6
1810,3,45,group_0,user_0_7
1812,47,380,group_0,user_0_4
1815,24,298,group_0,user_0_8
1816,27,210,group_0,user_0_5
1817,13,796,group_0,user_0_4
1818,39,13,group_0,user_0_2
1819,4,145,group_0,user_0_7
1820,42,178,group_0,user_0_2
1822,45,608,group_0,user_0_4
1823,43,1174,group_0,user_0_4
1824,42,482,group_0,user_0_6
1825,22,511,group_0,user_0_3
1826,14,35,group_0,user_0_2
1830,28,1390,group_0,user_0_5
1835,21,1502,group_0,user_0_6
1837,23,1231,group_0,user_0_6
1839,23,685,group_0,user_0_2
1841,10,65,group_0,user_0_7
1843,36,126,group_0,user_0_6
1844,9,1079,group_0,user_0_3
1845,11,330,group_0,user_0_1
1849,6,249,group_0,user_0_1
1851,19,1072,group_0,user_0_2
1853,9,613,group_0,user_0_1
1854,6,1139,group_0,user_0_1
1855,6,507,group_0,user_0_9
1857,23,786,group_0,user_0_5
1859,37,114,group_0,user_0_0
1860,1,3,group_0,user_0_9
1862,43,2027,group_0,user_0_0
1864,34,448,group_0,user_0_5
1865,8,1139,group_0,user_0_7
1866,25,158,group_0,user_0_6
1867,39,463,group_0,user_0_4
1868,23,601,group_0,user_0_3
1869,4,210,group_0,user_0_8
1871,35,361,group_0,user_0_2
1873,17,215,group_0,user_0_4
1874,39,896,group_0,user_0_3
1875,16,339,group_0,user_0_6
1877,39,46,group_0,user_0_9
1880,26,778,group_0,user_0_2
1882,36,125,group_0,user_0_5
1883,13,320,group_0,user_0_3
1884,38,679,group_0,user_0_0
1886,34,358,group_0,user_0_5
1887,11,632,group_0,user_0_1
1890,13,216,group_0,user_0_1
1892,32,185,group_0,user_0_8
1893,45,3152,group_0,user_0_5
1897,7,96,group_0,user_0_4
1899,42,1010,group_0,user_0_3
1900,15,536,group_0,user_0_2
1901,10,99,group_0,user_0_1
1902,33,75,group_0,user_0_7
1903,33,207,group_0,user_0_7
1904,4,718,group_0,user_0_5
1907,40,3688,group_0,user_0_9
1908,44,269,group_0,user_0_8
1909,18,27,group_0,user_0_6
1910,22,66,group_0,user_0_5
1911,21,342,group_0,user_0_4
1916,41,64,group_0,user_0_2
1917,23,1802,group_0,user_0_6
1918,14,251,group_0,user_0_7
1919,40,114,group_0,user_0_2
1922,21,185,group_0,user_0_2
1923,19,46,group_0,user_0_5
1924,5,366,group_0,user_0_3
1925,22,300,group_0,user_0_7
1927,47,316,group_0,user_0_8
1928,17,896,group_0,user_0_9
1929,2,309,group_0,user_0_2
1930,9,2559,group_0,user_0_7
1932,1,82,group_0,user_0_0
1933,39,86,group_0,user_0_2
1934,5,2035,group_0,user_0_3
1935,15,1435,group_0,user_0_2
1936,12,80,group_0,user_0_9
1937,13,580,group_0,user_0_0
1938,3,3699,group_0,user_0_0
1940,17,316,group_0,user_0_8
1944,43,565,group_0,user_0_4
1945,29,794,group_0,user_0_1
1946,15,260,group_0,user_0_7
1951,2,317,group_0,user_0_6
1952,25,1450,group_0,user_0_0
1953,20,249,group_0,user_0_2
1956,32,303,group_0,user_0_1
1958,24,667,group_0,user_0_9
1959,16,22,group_0,user_0_6
1960,25,1108,group_0,user_0_1
1961,25,743,group_0,user_0_5
1962,25,67,group_0,user_0_1
1963,2,195,group_0,user_0_4
1965,31,620,group_0,user_0_7
1966,46,39,group_0,user_0_0
1968,42,243,group_0,user_0_9
1969,30,1435,group_0,user_0_7
1970,44,1560,group_0,user_0_9
1971,7,339,group_0,user_0_8
1973,2,407,group_0,user_0_8
1976,49,150,group_0,user_0_4
1977,10,235,group_0,user_0_1
1978,29,345,group_0,user_0_8
1979,8,290,group_0,user_0_9
1980,24,453,group_0,user_0_2
1981,38,440,group_0,user_0_9
1982,38,693,group_0,user_0_5
1984,24,2916,group_0,user_0_1
1985,10,845,group_0,user_0_7
1986,6,244,group_0,user_0_9
1987,42,595,group_0,user_0_7
1989,23,222,group_0,user_0_1
1991,33,413,group_0,user_0_5
1994,22,141,group_0,user_0_7
1995,27,236,group_0,user_0_3
1996,45,401,group_0,user_0_2
1998,27,669,group_0,user_0_6
2000,2010,20153,group_1,user_0_9
2001,2008,22585,group_1,user_0_1
2002,2039,22165,group_1,user_0_4
2003,2014,21603,group_1,user_0_7
2004,2032,21860,group_1,user_0_9
2005,2004,21277,group_1,user_0_6
2006,2035,20074,group_1,user_0_9
2007,2027,20088,group_1,user_0_5
2008,2036,20908,group_1,user_0_9
2009,2043,21273,group_1,user_0_4
2010,2033,25679,group_1,user_0_6
2011,2042,20645,group_1,user_0_5
2012,2047,22634,group_1,user_0_9
2013,2006,26060,group_1,user_0_9
2014,2046,21416,group_1,user_0_6
2015,2024,20463,group_1,user_0_4
2016,2023,21044,group_1,user_0_1
2017,2039,24298,group_1,user_0_6
2018,2015,20090,group_1,user_0_4
2019,2025,22040,group_1,user_0_8
2020,2025,21897,group_1,user_0_8
2022,2001,20068,group_1,user_0_7
2023,2034,21161,group_1,user_0_5
2024,2042,21010,group_1,user_0_2
2025,2004,20902,group_1,user_0_3
2026,2019,21378,group_1,user_0_7
2027,2038,20402,group_1,user_0_4
2028,2015,20316,group_1,user_0_4
2029,2011,20386,group_1,user_0_4
2030,2045,20663,group_1,user_0_2
2031,2044,20747,group_1,user_0_5
2032,2012,21613,group_1,user_0_8
2033,2001,20124,group_1,user_0_3
2034,2047,20752,group_1,user_0_0
2035,2002,20482,group_1,user_0_6
2036,2036,21263,group_1,user_0_6
2037,2029,21053,group_1,user_0_6
2038,2027,20065,group_1,user_0_2
2039,2045,21092,group_1,user_0_3
2040,2011,20692,group_1,user_0_1
2041,2009,22363,group_1,user_0_0
2042,2021,20273,group_1,user_0_2
2043,2040,21765,group_1,user_0_1
2044,2025,22825,group_1,user_0_3
2045,2014,20512,group_1,user_0_8
2046,2012,20437,group_1,user_0_7
2047,2028,20409,group_1,user_0_5
2048,2000,20439,group_1,user_0_8
2049,2026,21291,group_1,user_0_2
2050,2036,20453,group_1,user_0_9
2051,2026,20163,group_1,user_0_0
2052,2023,22322,group_1,user_0_1
2053,2023,21504,group_1,user_0_3
2054,2002,20042,group_1,user_0_8
2055,2009,24479,group_1,user_0_6
2056,2032,20888,group_1,user_0_3
2057,2001,20820,group_1,user_0_5
2058,2017,20027,group_1,user_0_6
2059,2032,21473,group_1,user_0_6
2060,2015,20408,group_1,user_0_8
2061,2041,20821,group_1,user_0_8
2063,2009,23582,group_1,user_0_3
2064,2035,20771,group_1,user_0_3
2065,2028,20007,group_1,user_0_3
2066,2031,26613,group_1,user_0_3
2067,2042,20747,group_1,user_0_0
2068,2022,23676,group_1,user_0_7
2069,2009,24360,group_1,user_0_5
2070,2035,22622,group_1,user_0_8
2071,2017,20650,group_1,user_0_6
2072,2033,21364,group_1,user_0_6
2073,2008,23297,group_1,user_0_6
2074,2041,20214,group_1,user_0_5
2075,2003,20072,group_1,user_0_3
2076,2028,23915,group_1,user_0_5
2077,2047,22200,group_1,user_0_7
2078,2003,20481,group_1,user_0_5
2079,2038,20950,group_1,user_0_5
2080,2037,22310,group_1,user_0_4
2081,2020,21218,group_1,user_0_3
2082,2048,20147,group_1,user_0_4
2083,2018,21153,group_1,user_0_6
2084,2032,22255,group_1,user_0_1
2085,2019,23566,group_1,user_0_9
2086,2043,21954,group_1,user_0_9
2087,2038,20670,group_1,user_0_8
