id,lingid,propid,value,group,creator,timestamp
2098,17,35,2,group_0,user_0_6,695
2099,33,18,1,group_0,user_0_5,428
2100,6,29,1,group_0,user_0_8,301
2101,17,11,1,group_0,user_0_4,845
2102,33,11,3,group_0,user_0_6,935
2103,6,29,3,group_0,user_0_4,477
2104,33,31,0,group_0,user_0_9,568
2105,6,29,3,group_0,user_0_9,43
2106,22,3,4,group_0,user_0_7,662
2107,12,39,1,group_0,user_0_3,1
2108,22,15,1,group_0,user_0_9,713
2109,0,16,4,group_0,user_0_5,5
2110,6,12,4,group_0,user_0_3,730
2111,12,17,2,group_0,user_0_4,672
2112,41,3,2,group_0,user_0_2,827
2113,41,12,1,group_0,user_0_8,59
2114,12,12,2,group_0,user_0_7,697
2115,22,11,2,group_0,user_0_5,128
2116,12,29,1,group_0,user_0_9,104
2117,41,17,4,group_0,user_0_6,738
2118,36,35,0,group_0,user_0_5,732
2119,22,22,2,group_0,user_0_0,107
2120,6,15,4,group_0,user_0_0,507
2121,36,22,2,group_0,user_0_0,906
2122,0,21,4,group_0,user_0_2,833
2123,0,3,0,group_0,user_0_9,351
2124,41,1,3,group_0,user_0_7,109
2125,0,29,2,group_0,user_0_6,716
2126,22,3,4,group_0,user_0_8,571
2127,6,39,0,group_0,user_0_1,568
2128,12,15,2,group_0,user_0_8,997
2129,6,18,1,group_0,user_0_3,564
2130,33,21,1,group_0,user_0_7,915
2131,6,39,3,group_0,user_0_8,356
2132,33,17,4,group_0,user_0_1,642
2133,33,26,2,group_0,user_0_0,459
2134,12,16,0,group_0,user_0_8,718
2135,33,12,2,group_0,user_0_5,220
2136,17,22,2,group_0,user_0_4,277
2137,6,11,3,group_0,user_0_5,863
2138,12,18,3,group_0,user_0_6,286
2139,22,1,4,group_0,user_0_5,772
2140,36,3,3,group_0,user_0_6,279
2141,0,31,1,group_0,user_0_2,957
2142,36,16,4,group_0,user_0_3,653
2143,17,11,2,group_0,user_0_8,870
2144,36,35,1,group_0,user_0_8,821
2145,6,11,3,group_0,user_0_1,905
2146,6,21,0,group_0,user_0_6,239
2147,33,17,1,group_0,user_0_6,903
2148,36,26,3,group_0,user_0_6,502
2149,17,12,0,group_0,user_0_2,109
2150,22,29,0,group_0,user_0_1,762
2151,6,22,1,group_0,user_0_4,244
2152,12,15,4,group_0,user_0_6,830
2153,12,29,2,group_0,user_0_6,212
2154,36,16,1,group_0,user_0_9,732
2155,6,26,0,group_0,user_0_7,338
2156,41,15,1,group_0,user_0_0,745
2157,33,12,4,group_0,user_0_7,655
2158,22,35,1,group_0,user_0_7,515
2159,6,1,0,group_0,user_0_2,223
2160,41,22,1,group_0,user_0_2,254
2161,41,35,4,group_0,user_0_5,335
2162,22,39,2,group_0,user_0_4,259
2163,12,17,1,group_0,user_0_7,48
2164,6,3,0,group_0,user_0_5,804
2165,22,31,0,group_0,user_0_4,946
2166,0,3,1,group_0,user_0_6,772
2167,12,22,4,group_0,user_0_6,676
2168,41,21,0,group_0,user_0_1,17
2169,41,31,2,group_0,user_0_3,437
2170,6,29,3,group_0,user_0_5,311
2171,12,1,1,group_0,user_0_2,380
2172,6,16,2,group_0,user_0_1,415
2173,36,29,4,group_0,user_0_0,792
2174,36,26,2,group_0,user_0_2,854
2175,33,39,0,group_0,user_0_6,528
2176,12,11,2,group_0,user_0_2,968
2177,33,26,2,group_0,user_0_5,124
2178,22,1,2,group_0,user_0_3,593
2179,22,29,3,group_0,user_0_5,724
2180,36,12,4,group_0,user_0_9,402
2181,33,11,1,group_0,user_0_4,195
2182,41,16,0,group_0,user_0_2,681
2183,36,1,0,group_0,user_0_8,526
2184,17,1,4,group_0,user_0_1,705
2185,0,26,1,group_0,user_0_9,994
2186,36,17,2,group_0,user_0_9,470
2187,0,22,1,group_0,user_0_7,865
2188,36,26,3,group_0,user_0_4,99
2189,6,21,4,group_0,user_0_2,4
2190,36,29,3,group_0,user_0_8,121
2191,22,26,1,group_0,user_0_6,205
2192,0,3,4,group_0,user_0_7,482
2193,41,16,4,group_0,user_0_5,317
2194,17,21,3,group_0,user_0_0,842
2195,33,18,0,group_0,user_0_2,175
2196,12,12,2,group_0,user_0_8,436
2197,17,26,0,group_0,user_0_3,942
2198,0,31,4,group_0,user_0_0,305
2199,22,18,3,group_0,user_0_9,641
2200,36,15,4,group_0,user_0_0,312
2201,17,3,3,group_0,user_0_0,997
2202,36,1,0,group_0,user_0_0,433
2203,0,15,1,group_0,user_0_5,877
2204,33,21,1,group_0,user_0_1,191
2205,41,18,1,group_0,user_0_6,354
2206,12,29,1,group_0,user_0_6,370
2207,33,12,0,group_0,user_0_1,910
2208,22,16,3,group_0,user_0_5,408
2209,12,15,4,group_0,user_0_4,101
2210,41,21,0,group_0,user_0_1,504
2211,22,35,1,group_0,user_0_4,211
2212,6,1,4,group_0,user_0_7,583
2213,6,3,0,group_0,user_0_6,70
2214,12,21,2,group_0,user_0_1,198
2215,36,3,0,group_0,user_0_0,11
2216,36,16,0,group_0,user_0_2,140
2217,12,21,3,group_0,user_0_1,451
2218,12,31,4,group_0,user_0_2,602
2219,41,35,2,group_0,user_0_6,838
2220,12,26,2,group_0,user_0_0,835
2221,22,39,4,group_0,user_0_1,852
2222,17,39,2,group_0,user_0_6,654
2223,33,29,4,group_0,user_0_6,524
2224,33,29,4,group_0,user_0_8,92
2225,6,16,3,group_0,user_0_9,236
2226,22,39,1,group_0,user_0_7,144
2227,0,39,4,group_0,user_0_5,821
2228,36,35,3,group_0,user_0_3,515
2229,0,3,0,group_0,user_0_5,563
2230,22,18,4,group_0,user_0_3,268
2231,22,3,2,group_0,user_0_2,409
2232,41,1,4,group_0,user_0_7,811
2233,22,26,3,group_0,user_0_7,927
2234,36,39,2,group_0,user_0_5,623
2235,41,15,3,group_0,user_0_8,528
2236,6,16,1,group_0,user_0_3,713
2237,12,1,2,group_0,user_0_8,968
2238,0,31,4,group_0,user_0_3,17
2239,41,3,1,group_0,user_0_1,556
2240,17,11,3,group_0,user_0_1,331
2241,17,29,2,group_0,user_0_0,9
2242,22,26,2,group_0,user_0_2,257
2243,41,3,3,group_0,user_0_7,493
2244,17,22,2,group_0,user_0_3,760
2245,36,17,2,group_0,user_0_2,367
2246,41,12,1,group_0,user_0_7,73
2247,41,15,3,group_0,user_0_7,531
2248,22,1,1,group_0,user_0_5,741
2249,0,15,3,group_0,user_0_2,490
2250,41,1,2,group_0,user_0_3,591
2251,0,11,1,group_0,user_0_9,650
2252,0,17,1,group_0,user_0_6,175
2253,12,29,1,group_0,user_0_6,702
2254,17,3,3,group_0,user_0_3,526
2255,17,31,1,group_0,user_0_8,676
2256,17,39,4,group_0,user_0_0,551
2257,12,35,3,group_0,user_0_4,707
2258,0,35,2,group_0,user_0_5,913
2259,22,39,4,group_0,user_0_1,547
2260,41,17,1,group_0,user_0_3,809
2261,0,22,1,group_0,user_0_1,617
2262,41,35,0,group_0,user_0_9,235
2263,12,22,2,group_0,user_0_0,90
2264,0,35,3,group_0,user_0_4,379
2265,33,11,3,group_0,user_0_6,335
2266,33,1,3,group_0,user_0_2,9
2267,12,21,2,group_0,user_0_3,141
2268,6,29,1,group_0,user_0_7,902
2269,6,31,2,group_0,user_0_1,3
2270,36,15,3,group_0,user_0_8,521
2271,17,17,2,group_0,user_0_4,509
2272,41,17,1,group_0,user_0_8,439
2273,17,11,4,group_0,user_0_5,255
2274,12,16,3,group_0,user_0_1,519
2275,12,35,1,group_0,user_0_2,33
2276,41,1,1,group_0,user_0_1,92
2277,33,1,1,group_0,user_0_7,23
2278,41,22,0,group_0,user_0_1,795
2279,33,39,4,group_0,user_0_8,810
2280,36,39,4,group_0,user_0_9,2
2281,41,15,2,group_0,user_0_5,721
2282,33,26,1,group_0,user_0_7,710
2283,0,29,3,group_0,user_0_2,205
2284,22,35,2,group_0,user_0_8,364
2285,36,21,3,group_0,user_0_7,144
2286,6,29,2,group_0,user_0_7,571
2287,41,26,0,group_0,user_0_1,165
2288,36,22,1,group_0,user_0_4,452
2289,17,21,1,group_0,user_0_7,315
2290,6,31,3,group_0,user_0_9,195
2291,12,29,1,group_0,user_0_3,136
2292,17,22,2,group_0,user_0_7,821
2293,17,29,4,group_0,user_0_9,681
2294,12,18,2,group_0,user_0_9,369
2295,12,16,4,group_0,user_0_8,449
2296,6,15,2,group_0,user_0_9,383
2297,0,22,0,group_0,user_0_8,601
2298,33,22,2,group_0,user_0_5,344
2299,17,3,1,group_0,user_0_6,422
2300,36,12,2,group_0,user_0_8,396
2301,0,18,1,group_0,user_0_0,705
2302,22,1,1,group_0,user_0_4,428
2303,22,21,0,group_0,user_0_4,102
2304,22,11,4,group_0,user_0_1,363
2305,12,39,3,group_0,user_0_0,567
2306,22,1,4,group_0,user_0_7,449
2307,22,12,4,group_0,user_0_9,410
2308,41,1,2,group_0,user_0_0,950
2309,12,29,1,group_0,user_0_9,411
2310,36,29,0,group_0,user_0_6,136
2311,22,21,1,group_0,user_0_9,162
2312,36,35,2,group_0,user_0_3,129
2313,0,12,1,group_0,user_0_2,87
2314,33,29,2,group_0,user_0_7,997
2315,22,11,0,group_0,user_0_9,277
2316,41,21,3,group_0,user_0_2,200
2317,36,15,1,group_0,user_0_7,991
2318,33,3,3,group_0,user_0_9,864
2319,22,18,1,group_0,user_0_2,216
2320,0,15,4,group_0,user_0_6,666
2321,41,31,1,group_0,user_0_7,977
2322,36,35,0,group_0,user_0_5,296
2323,0,16,3,group_0,user_0_2,512
2324,33,16,3,group_0,user_0_3,46
2325,36,16,4,group_0,user_0_9,385
2326,6,21,0,group_0,user_0_1,398
2327,0,3,2,group_0,user_0_4,108
2328,33,1,4,group_0,user_0_0,739
2329,36,31,1,group_0,user_0_6,682
2330,17,31,1,group_0,user_0_9,237
2331,0,12,0,group_0,user_0_7,703
2332,36,31,4,group_0,user_0_8,308
2333,36,17,4,group_0,user_0_3,72
2334,17,18,1,group_0,user_0_6,52
2335,6,18,2,group_0,user_0_8,17
2336,12,26,2,group_0,user_0_3,219
2337,41,3,1,group_0,user_0_5,292
2338,17,11,1,group_0,user_0_8,909
2339,12,22,1,group_0,user_0_5,677
2340,36,31,4,group_0,user_0_4,530
2341,36,31,4,group_0,user_0_9,635
2342,6,16,2,group_0,user_0_2,391
2343,36,35,2,group_0,user_0_8,357
2344,6,16,1,group_0,user_0_6,933
2345,22,3,3,group_0,user_0_3,774
2346,33,11,3,group_0,user_0_3,278
2347,36,12,2,group_0,user_0_2,915
2348,17,11,0,group_0,user_0_6,627
2349,36,22,3,group_0,user_0_0,114
2350,6,26,3,group_0,user_0_5,752
2351,36,39,2,group_0,user_0_5,380
2352,41,26,0,group_0,user_0_5,221
2353,41,31,4,group_0,user_0_2,550
2354,6,39,4,group_0,user_0_5,720
2355,36,17,1,group_0,user_0_4,941
2356,22,16,0,group_0,user_0_8,49
2357,33,17,2,group_0,user_0_1,907
2358,12,31,4,group_0,user_0_7,440
2359,22,16,1,group_0,user_0_1,9
2360,17,26,4,group_0,user_0_1,763
2361,6,26,1,group_0,user_0_8,755
2362,17,29,3,group_0,user_0_0,626
2363,22,12,0,group_0,user_0_7,796
2364,17,35,1,group_0,user_0_0,948
2365,33,35,1,group_0,user_0_0,551
2366,41,29,4,group_0,user_0_1,292
2367,22,3,3,group_0,user_0_6,507
2368,41,35,3,group_0,user_0_7,757
2369,12,1,2,group_0,user_0_7,52
2370,41,35,2,group_0,user_0_3,401
2371,41,16,2,group_0,user_0_1,923
2372,22,35,4,group_0,user_0_3,903
2373,17,12,2,group_0,user_0_2,396
2374,12,29,1,group_0,user_0_6,845
2375,0,15,3,group_0,user_0_4,7
2376,22,31,2,group_0,user_0_4,296
2377,12,17,1,group_0,user_0_9,555
2378,6,35,4,group_0,user_0_2,825
2379,0,35,3,group_0,user_0_2,799
2380,36,16,1,group_0,user_0_8,943
2381,17,39,4,group_0,user_0_3,715
2382,12,39,1,group_0,user_0_2,59
2383,6,35,2,group_0,user_0_9,485
2384,17,39,4,group_0,user_0_1,148
2385,0,12,2,group_0,user_0_0,222
2386,41,39,3,group_0,user_0_6,249
2387,0,31,0,group_0,user_0_6,314
2388,41,11,2,group_0,user_0_1,51
2389,36,22,1,group_0,user_0_9,702
2390,41,31,2,group_0,user_0_1,940
2391,0,21,1,group_0,user_0_8,901
2392,17,15,0,group_0,user_0_0,638
2393,33,39,1,group_0,user_0_6,227
2394,33,17,3,group_0,user_0_0,625
2395,17,16,4,group_0,user_0_5,26
2396,41,39,3,group_0,user_0_4,15
2397,41,22,4,group_0,user_0_0,818
2398,33,35,3,group_0,user_0_4,799
2399,17,29,2,group_0,user_0_5,837
2400,6,16,2,group_0,user_0_4,947
2401,17,35,3,group_0,user_0_7,655
2402,33,1,0,group_0,user_0_1,946
2403,36,35,3,group_0,user_0_4,58
2404,0,35,3,group_0,user_0_9,491
2405,41,21,0,group_0,user_0_5,667
2406,0,39,0,group_0,user_0_8,231
2407,12,29,4,group_0,user_0_4,717
2408,0,17,3,group_0,user_0_2,892
2409,0,1,4,group_0,user_0_1,786
2410,41,12,0,group_0,user_0_8,307
2411,36,12,4,group_0,user_0_8,702
2412,33,12,0,group_0,user_0_3,383
2413,0,3,0,group_0,user_0_3,497
2414,22,29,0,group_0,user_0_0,123
2415,36,3,2,group_0,user_0_4,392
2416,0,26,1,group_0,user_0_4,806
2417,41,29,4,group_0,user_0_1,917
2418,41,18,2,group_0,user_0_4,668
2419,22,31,2,group_0,user_0_2,75
2420,36,15,2,group_0,user_0_9,552
2421,41,22,4,group_0,user_0_8,932
2422,17,16,3,group_0,user_0_2,554
2423,0,12,2,group_0,user_0_5,771
2424,0,18,0,group_0,user_0_7,951
2425,0,11,2,group_0,user_0_8,447
2426,6,1,0,group_0,user_0_1,519
2427,36,35,2,group_0,user_0_6,316
2428,17,26,0,group_0,user_0_3,507
2429,33,3,2,group_0,user_0_9,482
2430,41,12,4,group_0,user_0_4,873
2431,0,29,2,group_0,user_0_5,108
2432,33,17,3,group_0,user_0_4,710
2433,6,21,4,group_0,user_0_7,387
2434,17,15,4,group_0,user_0_0,462
2435,12,15,1,group_0,user_0_3,933
2436,12,16,0,group_0,user_0_1,179
2437,17,39,2,group_0,user_0_6,911
2438,36,16,4,group_0,user_0_3,506
2439,17,39,3,group_0,user_0_1,933
2440,12,15,3,group_0,user_0_3,270
2441,0,22,1,group_0,user_0_4,63
2442,33,16,3,group_0,user_0_2,403
2443,22,1,2,group_0,user_0_6,375
2444,36,22,1,group_0,user_0_3,284
2445,12,15,4,group_0,user_0_7,768
2446,33,12,1,group_0,user_0_1,266
2447,0,18,3,group_0,user_0_9,127
2448,33,1,2,group_0,user_0_0,23
2449,12,1,4,group_0,user_0_5,790
2450,0,26,3,group_0,user_0_9,321
2451,36,21,4,group_0,user_0_1,773
2452,33,22,0,group_0,user_0_6,605
2453,17,11,3,group_0,user_0_2,594
2454,0,35,3,group_0,user_0_8,181
2455,36,18,3,group_0,user_0_6,92
2456,33,39,2,group_0,user_0_1,908
2457,6,3,0,group_0,user_0_5,406
2458,22,29,0,group_0,user_0_7,253
2459,17,15,3,group_0,user_0_7,806
2460,41,3,0,group_0,user_0_1,493
2461,41,26,1,group_0,user_0_0,331
2462,33,1,1,group_0,user_0_0,725
2463,22,31,3,group_0,user_0_4,892
2464,0,35,4,group_0,user_0_3,256
2465,17,18,1,group_0,user_0_8,393
2466,17,18,3,group_0,user_0_2,428
2467,12,31,3,group_0,user_0_4,482
2468,0,15,4,group_0,user_0_5,743
2469,0,29,1,group_0,user_0_3,997
2470,36,39,3,group_0,user_0_1,145
2471,17,11,4,group_0,user_0_7,419
2472,36,11,0,group_0,user_0_2,622
2473,36,18,3,group_0,user_0_1,847
2474,41,15,0,group_0,user_0_3,340
2475,41,35,0,group_0,user_0_9,350
2476,12,22,4,group_0,user_0_1,731
2477,17,1,0,group_0,user_0_5,709
2478,33,17,1,group_0,user_0_2,330
2479,41,22,3,group_0,user_0_9,807
2480,17,21,2,group_0,user_0_9,293
2481,22,12,3,group_0,user_0_0,128
2482,6,18,2,group_0,user_0_2,998
2483,36,35,4,group_0,user_0_7,14
2484,12,31,4,group_0,user_0_7,722
2485,0,26,1,group_0,user_0_7,936
2486,12,15,2,group_0,user_0_5,81
2487,33,12,4,group_0,user_0_0,262
2488,6,11,0,group_0,user_0_5,467
2489,17,29,0,group_0,user_0_3,854
2490,6,26,3,group_0,user_0_6,938
2491,6,3,2,group_0,user_0_9,398
2492,12,29,2,group_0,user_0_1,452
2493,33,26,4,group_0,user_0_3,322
2494,6,21,0,group_0,user_0_3,920
2495,12,16,4,group_0,user_0_5,514
2496,41,3,1,group_0,user_0_8,621
2497,12,18,2,group_0,user_0_8,25
2498,22,3,3,group_0,user_0_9,402
2499,33,12,0,group_0,user_0_9,898
2500,6,35,2,group_0,user_0_2,111
2501,12,11,0,group_0,user_0_4,346
2502,36,17,4,group_0,user_0_0,873
2503,22,22,4,group_0,user_0_2,669
2504,6,35,1,group_0,user_0_3,924
2505,36,22,2,group_0,user_0_7,661
2506,17,26,0,group_0,user_0_5,751
2507,17,1,4,group_0,user_0_4,286
2508,17,3,1,group_0,user_0_0,866
2509,12,17,1,group_0,user_0_7,18
2510,33,1,4,group_0,user_0_3,50
2511,41,35,2,group_0,user_0_8,844
2512,22,26,3,group_0,user_0_3,524
2513,33,31,0,group_0,user_0_5,805
2514,22,3,3,group_0,user_0_8,376
2515,12,35,4,group_0,user_0_4,760
2516,6,1,3,group_0,user_0_7,825
2517,41,21,2,group_0,user_0_2,445
2518,22,18,2,group_0,user_0_8,98
2519,12,17,0,group_0,user_0_2,859
2520,22,18,4,group_0,user_0_5,304
2521,17,35,2,group_0,user_0_9,997
2522,12,31,1,group_0,user_0_0,67
2523,6,31,4,group_0,user_0_4,436
2524,6,21,4,group_0,user_0_8,881
2525,0,12,4,group_0,user_0_5,292
2526,33,1,3,group_0,user_0_4,426
2527,36,31,1,group_0,user_0_1,204
2528,36,22,4,group_0,user_0_6,37
2529,36,22,4,group_0,user_0_2,479
2530,22,26,2,group_0,user_0_4,462
2531,12,21,3,group_0,user_0_3,609
2532,41,21,0,group_0,user_0_7,239
2533,12,3,3,group_0,user_0_6,999
2534,33,26,4,group_0,user_0_9,253
2535,12,17,2,group_0,user_0_5,240
2536,36,1,3,group_0,user_0_1,451
2537,41,17,1,group_0,user_0_8,572
2538,41,21,0,group_0,user_0_3,51
2539,22,21,4,group_0,user_0_3,612
2540,36,18,0,group_0,user_0_7,867
2541,22,21,0,group_0,user_0_1,995
2542,17,26,0,group_0,user_0_5,235
2543,6,22,0,group_0,user_0_0,964
2544,36,1,2,group_0,user_0_5,293
2545,17,3,4,group_0,user_0_1,142
2546,17,3,1,group_0,user_0_2,160
2547,17,16,0,group_0,user_0_0,652
2548,0,29,4,group_0,user_0_5,513
2549,41,15,2,group_0,user_0_4,620
2550,33,12,3,group_0,user_0_3,279
2551,41,16,0,group_0,user_0_9,748
2552,12,35,3,group_0,user_0_2,234
2553,22,17,0,group_0,user_0_4,126
2554,33,15,2,group_0,user_0_3,49
2555,17,1,4,group_0,user_0_8,929
2556,12,21,1,group_0,user_0_6,914
2557,6,17,1,group_0,user_0_7,931
2558,41,22,3,group_0,user_0_4,724
2559,41,35,1,group_0,user_0_9,234
2560,36,12,1,group_0,user_0_6,744
2561,36,29,2,group_0,user_0_4,389
2562,41,17,3,group_0,user_0_1,962
2563,6,3,1,group_0,user_0_2,929
2564,6,18,3,group_0,user_0_5,127
2565,22,17,0,group_0,user_0_4,543
2566,33,12,2,group_0,user_0_9,684
2567,36,17,1,group_0,user_0_9,450
2568,36,17,3,group_0,user_0_4,778
2569,22,31,0,group_0,user_0_5,439
2570,6,15,0,group_0,user_0_2,838
2571,17,17,1,group_0,user_0_1,313
2572,22,18,2,group_0,user_0_0,774
2573,17,12,3,group_0,user_0_0,855
2574,17,17,0,group_0,user_0_5,33
2575,41,18,3,group_0,user_0_1,142
2576,17,18,0,group_0,user_0_7,61
2577,6,3,3,group_0,user_0_5,809
2578,33,22,1,group_0,user_0_1,271
2579,17,15,3,group_0,user_0_7,105
2580,41,1,1,group_0,user_0_1,827
2581,33,21,1,group_0,user_0_8,932
2582,17,12,2,group_0,user_0_9,130
2583,12,11,1,group_0,user_0_9,81
2584,0,11,1,group_0,user_0_5,467
2585,12,22,2,group_0,user_0_6,868
2586,6,12,4,group_0,user_0_4,497
2587,6,29,4,group_0,user_0_4,402
2588,6,16,3,group_0,user_0_9,756
2589,6,12,1,group_0,user_0_0,517
2590,33,21,0,group_0,user_0_3,221
2591,41,35,1,group_0,user_0_7,604
2592,33,3,0,group_0,user_0_6,735
2593,12,12,1,group_0,user_0_5,482
2594,6,31,1,group_0,user_0_7,311
2595,22,11,1,group_0,user_0_0,911
2596,0,39,4,group_0,user_0_7,472
2597,36,31,1,group_0,user_0_2,395
2598,22,11,1,group_0,user_0_8,239
2599,6,18,1,group_0,user_0_0,927
2600,36,22,2,group_0,user_0_6,322
2601,12,3,0,group_0,user_0_4,464
2602,12,3,1,group_0,user_0_8,303
2603,6,29,1,group_0,user_0_8,254
2604,6,15,1,group_0,user_0_5,680
2605,17,26,2,group_0,user_0_2,843
2606,33,16,1,group_0,user_0_6,775
2607,17,39,1,group_0,user_0_6,562
2608,41,26,1,group_0,user_0_5,682
2609,41,16,4,group_0,user_0_4,849
2610,17,29,4,group_0,user_0_4,565
2611,17,16,4,group_0,user_0_5,241
2612,22,22,4,group_0,user_0_5,464
2613,36,11,2,group_0,user_0_3,664
2614,36,3,3,group_0,user_0_2,55
2615,0,11,2,group_0,user_0_8,329
2616,33,31,3,group_0,user_0_9,314
2617,36,15,4,group_0,user_0_7,133
2618,0,21,4,group_0,user_0_5,720
2619,12,3,4,group_0,user_0_7,304
2620,6,18,4,group_0,user_0_7,485
2621,17,12,3,group_0,user_0_2,410
2622,6,1,2,group_0,user_0_3,208
2623,22,39,2,group_0,user_0_4,340
2624,12,18,2,group_0,user_0_8,95
2625,33,3,4,group_0,user_0_0,881
2626,17,31,4,group_0,user_0_1,419
2627,41,39,2,group_0,user_0_3,444
2628,22,11,4,group_0,user_0_5,276
2629,17,21,1,group_0,user_0_9,519
2630,0,21,4,group_0,user_0_7,811
2631,12,26,0,group_0,user_0_3,68
2632,12,22,4,group_0,user_0_2,51
2633,17,3,4,group_0,user_0_0,544
2634,0,11,1,group_0,user_0_0,905
2635,6,12,3,group_0,user_0_5,831
2636,22,17,2,group_0,user_0_8,962
2637,12,18,2,group_0,user_0_8,403
2638,0,3,2,group_0,user_0_1,199
2639,6,16,4,group_0,user_0_5,569
2640,17,16,2,group_0,user_0_4,600
2641,17,12,2,group_0,user_0_4,831
2642,22,12,3,group_0,user_0_0,357
2643,36,18,2,group_0,user_0_6,511
2644,41,11,4,group_0,user_0_7,846
2645,0,29,1,group_0,user_0_8,304
2646,12,18,1,group_0,user_0_0,888
2647,17,31,2,group_0,user_0_9,915
2648,33,21,0,group_0,user_0_5,930
2649,41,3,2,group_0,user_0_8,458
2650,17,29,1,group_0,user_0_1,930
2651,22,3,2,group_0,user_0_1,466
2652,12,18,4,group_0,user_0_6,306
2653,6,35,1,group_0,user_0_6,69
2654,33,26,0,group_0,user_0_6,501
2655,12,31,3,group_0,user_0_8,813
2656,33,3,4,group_0,user_0_6,444
2657,12,17,2,group_0,user_0_5,880
2658,0,22,1,group_0,user_0_6,755
2659,17,16,4,group_0,user_0_7,399
2660,12,35,4,group_0,user_0_3,689
2661,33,16,3,group_0,user_0_0,125
2662,33,29,2,group_0,user_0_0,767
2663,36,26,4,group_0,user_0_8,961
2664,0,29,3,group_0,user_0_0,772
2665,36,26,0,group_0,user_0_6,840
2666,36,15,3,group_0,user_0_1,625
2667,0,16,0,group_0,user_0_8,886
2668,0,1,0,group_0,user_0_4,118
2669,33,35,2,group_0,user_0_9,400
2670,17,39,4,group_0,user_0_8,835
2671,33,16,2,group_0,user_0_5,893
2672,12,35,2,group_0,user_0_5,44
2673,41,21,4,group_0,user_0_6,11
2674,0,39,1,group_0,user_0_5,285
2675,17,16,2,group_0,user_0_7,821
2676,41,31,0,group_0,user_0_1,4
2677,33,21,1,group_0,user_0_9,555
2678,17,16,4,group_0,user_0_6,833
2679,12,15,0,group_0,user_0_6,273
2680,36,29,3,group_0,user_0_8,712
2681,36,12,4,group_0,user_0_8,185
2682,6,29,3,group_0,user_0_5,768
2683,36,39,4,group_0,user_0_8,16
2684,41,17,0,group_0,user_0_3,328
2685,12,39,3,group_0,user_0_1,328
2686,41,21,1,group_0,user_0_9,766
2687,17,31,2,group_0,user_0_8,188
2688,41,18,3,group_0,user_0_3,413
2689,36,26,3,group_0,user_0_0,961
2690,17,29,0,group_0,user_0_5,220
2691,36,22,1,group_0,user_0_2,597
2692,22,12,4,group_0,user_0_1,27
2693,36,26,2,group_0,user_0_2,706
2694,33,16,4,group_0,user_0_8,121
2695,6,18,0,group_0,user_0_1,15
2696,36,39,2,group_0,user_0_5,550
2697,17,26,1,group_0,user_0_9,803
2698,36,22,3,group_0,user_0_7,548
2699,33,22,3,group_0,user_0_6,806
2700,33,17,4,group_0,user_0_8,120
2701,41,35,1,group_0,user_0_3,300
2702,17,16,3,group_0,user_0_9,985
2703,17,11,0,group_0,user_0_8,685
2704,36,12,3,group_0,user_0_1,972
2705,36,29,1,group_0,user_0_7,644
2706,33,3,1,group_0,user_0_4,820
2707,36,17,1,group_0,user_0_4,548
2708,33,35,4,group_0,user_0_0,18
2709,33,1,1,group_0,user_0_9,467
2710,0,26,3,group_0,user_0_2,604
2711,12,11,1,group_0,user_0_5,694
2712,36,12,3,group_0,user_0_2,869
2713,36,39,1,group_0,user_0_7,341
2714,0,26,2,group_0,user_0_9,468
2715,41,18,0,group_0,user_0_9,929
2716,22,29,3,group_0,user_0_8,351
2717,41,16,1,group_0,user_0_4,841
2718,33,16,4,group_0,user_0_1,608
2719,36,3,2,group_0,user_0_9,901
2720,0,3,2,group_0,user_0_8,799
2721,12,31,0,group_0,user_0_0,454
2722,0,22,1,group_0,user_0_0,763
2723,22,26,1,group_0,user_0_9,375
2724,22,12,0,group_0,user_0_7,993
2725,22,21,4,group_0,user_0_5,663
2726,33,11,0,group_0,user_0_5,440
2727,12,22,0,group_0,user_0_0,175
2728,6,21,4,group_0,user_0_2,47
2729,41,16,0,group_0,user_0_2,12
2730,36,16,3,group_0,user_0_4,157
2731,41,31,2,group_0,user_0_4,313
2732,12,26,3,group_0,user_0_0,949
2733,33,17,1,group_0,user_0_3,660
2734,41,16,4,group_0,user_0_1,623
2735,41,39,4,group_0,user_0_0,500
2736,0,35,2,group_0,user_0_1,957
2737,33,39,4,group_0,user_0_1,803
2738,17,35,0,group_0,user_0_5,813
2739,12,1,2,group_0,user_0_0,72
2740,36,18,3,group_0,user_0_2,113
2741,41,26,2,group_0,user_0_7,123
2742,36,21,2,group_0,user_0_4,878
2743,33,26,4,group_0,user_0_4,752
2744,36,11,2,group_0,user_0_2,654
2745,6,1,0,group_0,user_0_2,886
2746,17,21,2,group_0,user_0_0,843
2747,0,18,0,group_0,user_0_0,605
2748,22,15,2,group_0,user_0_7,298
2749,41,35,4,group_0,user_0_2,847
2750,12,3,3,group_0,user_0_4,855
2751,41,29,3,group_0,user_0_4,352
2752,12,22,4,group_0,user_0_1,525
2753,6,35,4,group_0,user_0_6,577
2754,22,12,4,group_0,user_0_7,802
2755,22,15,1,group_0,user_0_9,918
2756,22,21,3,group_0,user_0_7,291
2757,17,26,1,group_0,user_0_0,872
2758,0,29,4,group_0,user_0_3,179
2759,6,22,0,group_0,user_0_6,898
2760,12,16,0,group_0,user_0_5,599
2761,41,29,2,group_0,user_0_8,276
2762,0,11,1,group_0,user_0_9,382
