id,exampleid,LingPropValID,group,creator,timestamp
1629,0,5943,group_0,user_0_8,644
1630,45,8721,group_0,user_0_6,313
1631,26,3114,group_0,user_0_1,572
1632,36,7866,group_0,user_0_6,763
1633,5,3400,group_0,user_0_8,731
1634,18,4449,group_0,user_0_3,220
1635,46,8688,group_0,user_0_0,769
1636,30,47,group_0,user_0_7,939
1637,45,7247,group_0,user_0_5,778
1638,32,4739,group_0,user_0_1,285
1639,38,8070,group_0,user_0_7,443
1640,25,6656,group_0,user_0_6,300
1641,3,4097,group_0,user_0_2,597
1642,32,4702,group_0,user_0_7,646
1643,7,8196,group_0,user_0_3,487
1644,49,4097,group_0,user_0_4,526
1645,39,7140,group_0,user_0_0,199
1646,7,7431,group_0,user_0_4,1
1648,7,4467,group_0,user_0_8,421
1649,13,4100,group_0,user_0_2,860
1650,12,2292,group_0,user_0_5,137
1651,15,8751,group_0,user_0_6,512
1652,24,8957,group_0,user_0_9,326
1653,7,6131,group_0,user_0_3,15
1654,2,9422,group_0,user_0_2,671
1655,43,1873,group_0,user_0_9,36
1656,43,6057,group_0,user_0_6,611
1657,4,8832,group_0,user_0_7,455
1658,9,9832,group_0,user_0_3,939
1659,6,2859,group_0,user_0_7,662
1660,45,214,group_0,user_0_8,157
1661,47,7101,group_0,user_0_6,397
1662,42,5095,group_0,user_0_4,97
1663,30,1860,group_0,user_0_3,994
1664,1,898,group_0,user_0_9,222
1665,21,3759,group_0,user_0_5,632
1667,12,878,group_0,user_0_3,188
1668,22,9089,group_0,user_0_7,230
1669,22,3766,group_0,user_0_5,597
1670,19,8655,group_0,user_0_9,239
1671,36,5687,group_0,user_0_9,18
1672,40,6770,group_0,user_0_6,516
1673,23,3638,group_0,user_0_6,942
1674,25,8247,group_0,user_0_6,441
1675,39,5707,group_0,user_0_9,601
1676,45,8599,group_0,user_0_9,222
1677,26,4212,group_0,user_0_6,923
1678,21,5452,group_0,user_0_4,586
1679,11,6869,group_0,user_0_3,399
1681,33,2146,group_0,user_0_3,389
1682,42,195,group_0,user_0_0,362
1683,1,8967,group_0,user_0_1,927
1684,28,33,group_0,user_0_1,219
1685,30,2077,group_0,user_0_5,994
1686,28,5997,group_0,user_0_0,772
1687,1,6832,group_0,user_0_6,892
1688,32,1100,group_0,user_0_1,472
1689,12,793,group_0,user_0_3,670
1690,31,3716,group_0,user_0_9,540
1691,20,3626,group_0,user_0_1,264
1692,39,8413,group_0,user_0_9,746
1693,43,5821,group_0,user_0_2,312
1694,29,6602,group_0,user_0_6,303
1695,35,640,group_0,user_0_1,612
1696,43,7476,group_0,user_0_3,57
1697,11,6977,group_0,user_0_3,52
1698,21,4594,group_0,user_0_3,494
1699,48,4624,group_0,user_0_8,922
1700,15,8804,group_0,user_0_7,744
1701,10,9677,group_0,user_0_8,704
1702,27,7114,group_0,user_0_4,909
1703,27,654,group_0,user_0_3,156
1704,23,7391,group_0,user_0_0,890
1705,10,3728,group_0,user_0_1,964
1706,14,4464,group_0,user_0_1,146
1707,14,7736,group_0,user_0_0,813
1708,18,3573,group_0,user_0_8,870
1709,20,6168,group_0,user_0_0,345
1710,41,7194,group_0,user_0_6,232
1711,42,1858,group_0,user_0_4,111
1712,17,4936,group_0,user_0_4,857
1713,25,2584,group_0,user_0_8,430
1714,9,489,group_0,user_0_8,864
1715,42,2909,group_0,user_0_8,459
1716,39,66,group_0,user_0_4,896
1717,38,7486,group_0,user_0_6,678
1718,16,200,group_0,user_0_8,517
1719,20,1351,group_0,user_0_0,654
1720,22,9015,group_0,user_0_5,697
1721,35,2094,group_0,user_0_9,277
1722,38,7416,group_0,user_0_7,401
1723,44,5033,group_0,user_0_2,400
1724,39,8810,group_0,user_0_4,756
1725,14,2542,group_0,user_0_0,472
1726,27,6699,group_0,user_0_6,533
1728,27,8909,group_0,user_0_0,974
1729,33,1703,group_0,user_0_4,616
1730,49,7446,group_0,user_0_6,173
1731,22,115,group_0,user_0_2,483
1732,1,1917,group_0,user_0_0,425
1733,8,2759,group_0,user_0_2,835
1734,11,6352,group_0,user_0_6,777
1736,41,4000,group_0,user_0_7,300
1737,18,8949,group_0,user_0_0,847
1738,41,8925,group_0,user_0_5,231
1739,33,5567,group_0,user_0_1,767
1741,46,9520,group_0,user_0_0,218
1742,2,3504,group_0,user_0_6,252
1743,12,197,group_0,user_0_3,344
1744,48,6640,group_0,user_0_7,39
1745,10,907,group_0,user_0_1,373
1746,39,3944,group_0,user_0_2,216
1747,26,1209,group_0,user_0_9,33
1748,21,4578,group_0,user_0_1,582
1749,48,8776,group_0,user_0_2,323
1750,21,7034,group_0,user_0_3,733
1751,9,9329,group_0,user_0_9,259
1752,26,6141,group_0,user_0_8,961
1753,22,7726,group_0,user_0_0,983
1754,32,9939,group_0,user_0_4,660
1755,3,851,group_0,user_0_3,493
1756,2,3402,group_0,user_0_6,901
1757,3,731,group_0,user_0_1,833
1758,17,7811,group_0,user_0_9,58
1759,9,6426,group_0,user_0_9,596
1760,24,5667,group_0,user_0_4,467
1761,23,5573,group_0,user_0_9,379
1762,15,2596,group_0,user_0_4,974
1763,40,2489,group_0,user_0_6,770
1764,4,4194,group_0,user_0_5,732
1765,28,8694,group_0,user_0_1,774
1766,36,3214,group_0,user_0_8,697
1767,14,2556,group_0,user_0_6,721
1769,13,6914,group_0,user_0_0,291
1770,39,3628,group_0,user_0_7,482
1771,15,1155,group_0,user_0_2,249
1772,26,3752,group_0,user_0_1,570
1773,46,4352,group_0,user_0_9,418
1774,4,8304,group_0,user_0_3,984
1775,34,3152,group_0,user_0_1,324
1776,31,769,group_0,user_0_2,860
1777,17,5997,group_0,user_0_5,350
1778,17,7246,group_0,user_0_3,443
1779,11,3357,group_0,user_0_2,200
1780,1,8528,group_0,user_0_7,905
1781,40,1513,group_0,user_0_5,335
1782,8,1181,group_0,user_0_7,741
1783,11,2506,group_0,user_0_8,778
1785,42,7373,group_0,user_0_1,810
1786,24,2254,group_0,user_0_9,179
1787,6,633,group_0,user_0_1,814
1788,27,4388,group_0,user_0_5,468
1789,16,4058,group_0,user_0_5,835
1790,3,6099,group_0,user_0_9,865
1791,2,1111,group_0,user_0_4,732
1792,22,5724,group_0,user_0_7,876
1793,39,3929,group_0,user_0_7,757
1794,30,6266,group_0,user_0_1,299
1795,49,9897,group_0,user_0_8,322
1796,43,1951,group_0,user_0_7,286
1797,8,9385,group_0,user_0_3,96
1798,19,4717,group_0,user_0_3,586
1799,36,3620,group_0,user_0_7,157
1800,5,2715,group_0,user_0_1,95
1801,14,4854,group_0,user_0_7,428
1802,7,2120,group_0,user_0_6,464
1803,11,5199,group_0,user_0_9,18
1804,43,2214,group_0,user_0_3,555
1805,32,99,group_0,user_0_6,13
1806,18,3971,group_0,user_0_3,113
1807,48,7397,group_0,user_0_2,763
1808,49,5096,group_0,user_0_9,53
1809,42,5322,group_0,user_0_3,132
1810,40,5563,group_0,user_0_2,638
1811,35,4553,group_0,user_0_8,462
1813,2,1116,group_0,user_0_6,592
1814,8,7644,group_0,user_0_4,298
1815,6,4939,group_0,user_0_1,883
1816,42,4759,group_0,user_0_6,234
1818,18,1134,group_0,user_0_5,251
1819,21,4409,group_0,user_0_1,870
1820,48,9835,group_0,user_0_8,469
1821,39,7123,group_0,user_0_9,259
1822,40,6239,group_0,user_0_5,128
1823,8,957,group_0,user_0_6,153
1824,8,3107,group_0,user_0_1,16
1825,11,342,group_0,user_0_0,417
1826,3,8499,group_0,user_0_2,538
1827,49,9796,group_0,user_0_6,709
1828,48,2592,group_0,user_0_6,172
1829,15,2574,group_0,user_0_3,76
1830,41,4911,group_0,user_0_5,207
1831,3,6592,group_0,user_0_9,185
1832,13,950,group_0,user_0_7,172
1833,37,3331,group_0,user_0_2,799
1835,8,1694,group_0,user_0_6,143
1836,33,69,group_0,user_0_4,159
1837,4,6366,group_0,user_0_0,110
1838,27,9259,group_0,user_0_3,432
1839,34,682,group_0,user_0_4,987
1840,6,7984,group_0,user_0_0,811
1841,8,1648,group_0,user_0_6,251
1842,45,8824,group_0,user_0_2,409
1843,13,687,group_0,user_0_5,687
1844,41,2979,group_0,user_0_8,979
1845,30,7381,group_0,user_0_3,699
1846,22,9455,group_0,user_0_5,118
1847,18,8893,group_0,user_0_4,738
1848,2,5309,group_0,user_0_2,541
1849,45,1297,group_0,user_0_5,352
1850,13,3284,group_0,user_0_3,34
1851,0,7117,group_0,user_0_4,75
1852,47,9186,group_0,user_0_7,201
1853,2,2268,group_0,user_0_5,490
1854,11,510,group_0,user_0_0,458
1855,23,5145,group_0,user_0_3,934
1856,47,4637,group_0,user_0_9,775
1857,37,5281,group_0,user_0_5,813
1858,27,1039,group_0,user_0_4,132
1859,41,2925,group_0,user_0_9,98
1860,18,1867,group_0,user_0_5,399
1861,43,9009,group_0,user_0_8,330
1862,19,4357,group_0,user_0_6,265
1863,48,3914,group_0,user_0_3,413
1864,24,4932,group_0,user_0_7,880
1865,1,8826,group_0,user_0_7,786
1866,21,5379,group_0,user_0_1,99
1867,5,658,group_0,user_0_7,517
1868,13,3927,group_0,user_0_9,555
1869,4,3414,group_0,user_0_1,134
1870,16,2023,group_0,user_0_1,3
1871,11,4441,group_0,user_0_2,486
1872,30,376,group_0,user_0_3,947
1873,36,6093,group_0,user_0_7,398
1874,19,5651,group_0,user_0_8,877
1875,20,7886,group_0,user_0_4,519
1876,47,9846,group_0,user_0_2,306
1877,26,5659,group_0,user_0_3,95
1878,19,5717,group_0,user_0_7,114
1879,21,8935,group_0,user_0_8,121
1880,9,6128,group_0,user_0_0,913
1882,42,2331,group_0,user_0_7,771
1884,39,946,group_0,user_0_2,570
1885,46,8833,group_0,user_0_6,379
1886,38,1748,group_0,user_0_2,406
1887,41,7574,group_0,user_0_4,531
1888,5,4399,group_0,user_0_4,835
1889,13,375,group_0,user_0_4,142
1890,40,3539,group_0,user_0_0,880
1891,32,531,group_0,user_0_0,522
1892,41,6726,group_0,user_0_1,805
1893,9,7035,group_0,user_0_7,516
1894,4,5122,group_0,user_0_2,356
1895,22,299,group_0,user_0_7,11
1896,26,2234,group_0,user_0_2,461
1897,21,8523,group_0,user_0_0,341
1898,30,2612,group_0,user_0_1,216
1899,33,899,group_0,user_0_5,126
1900,28,7353,group_0,user_0_4,136
1901,11,3207,group_0,user_0_1,693
1902,5,5745,group_0,user_0_7,945
1903,22,7419,group_0,user_0_6,262
1904,40,8319,group_0,user_0_7,272
1906,20,1040,group_0,user_0_2,432
1907,18,3695,group_0,user_0_4,613
1908,16,7772,group_0,user_0_4,713
1909,16,7240,group_0,user_0_3,72
1910,33,4112,group_0,user_0_8,162
1911,1,2581,group_0,user_0_1,157
1912,7,7480,group_0,user_0_5,954
1913,36,2023,group_0,user_0_3,408
1914,27,376,group_0,user_0_6,362
1915,15,2189,group_0,user_0_6,350
1916,29,6313,group_0,user_0_0,479
1917,18,7128,group_0,user_0_0,598
1919,3,4378,group_0,user_0_0,189
1920,40,6442,group_0,user_0_6,692
1921,7,3327,group_0,user_0_7,254
1922,16,5626,group_0,user_0_9,358
1923,11,1583,group_0,user_0_5,49
1924,39,8489,group_0,user_0_3,785
1925,29,6372,group_0,user_0_9,244
1926,20,2756,group_0,user_0_9,596
1927,48,6750,group_0,user_0_1,735
1928,0,8930,group_0,user_0_7,401
1929,6,465,group_0,user_0_1,598
1930,29,9111,group_0,user_0_7,448
1931,12,7411,group_0,user_0_5,348
1932,16,460,group_0,user_0_2,189
1933,7,70,group_0,user_0_5,717
1934,20,3900,group_0,user_0_8,207
1935,3,6562,group_0,user_0_7,830
1936,10,6076,group_0,user_0_8,670
1937,49,4894,group_0,user_0_9,68
1938,42,8360,group_0,user_0_1,462
1939,9,861,group_0,user_0_7,276
1940,17,2055,group_0,user_0_6,630
1941,9,3339,group_0,user_0_0,745
1942,24,918,group_0,user_0_0,795
1943,41,4012,group_0,user_0_0,613
1944,25,2141,group_0,user_0_8,433
1945,29,894,group_0,user_0_6,406
1946,35,3885,group_0,user_0_3,440
1947,29,3372,group_0,user_0_7,877
1948,29,3804,group_0,user_0_4,68
1949,18,9801,group_0,user_0_0,452
1952,3,4237,group_0,user_0_5,464
1953,28,9382,group_0,user_0_4,325
1954,30,9259,group_0,user_0_4,267
1955,35,8124,group_0,user_0_3,67
1956,0,3867,group_0,user_0_3,963
1957,45,4128,group_0,user_0_6,142
1958,34,2724,group_0,user_0_6,158
1959,5,127,group_0,user_0_8,575
1960,43,5391,group_0,user_0_2,482
1962,27,356,group_0,user_0_8,338
1963,30,533,group_0,user_0_0,593
1964,46,7821,group_0,user_0_6,550
1965,40,5178,group_0,user_0_6,304
1967,20,3462,group_0,user_0_7,259
1968,9,1607,group_0,user_0_4,252
1969,9,7527,group_0,user_0_9,346
1970,15,4310,group_0,user_0_4,334
1971,26,3100,group_0,user_0_3,949
1972,20,6521,group_0,user_0_9,772
1974,16,3428,group_0,user_0_2,140
1975,30,4779,group_0,user_0_8,545
1976,29,9301,group_0,user_0_4,274
1977,32,2865,group_0,user_0_5,171
1978,49,5977,group_0,user_0_9,891
1979,5,7448,group_0,user_0_3,272
1980,31,3731,group_0,user_0_3,523
1982,24,7217,group_0,user_0_9,672
1983,17,1492,group_0,user_0_6,695
1984,13,3094,group_0,user_0_5,771
1985,18,8430,group_0,user_0_1,379
1986,25,510,group_0,user_0_5,454
1987,34,2410,group_0,user_0_4,902
1988,8,7238,group_0,user_0_2,749
1989,9,5677,group_0,user_0_4,454
1990,6,1196,group_0,user_0_7,748
1991,14,6886,group_0,user_0_3,911
1992,24,7860,group_0,user_0_0,502
1993,36,8455,group_0,user_0_2,334
1994,19,232,group_0,user_0_5,167
1995,29,9935,group_0,user_0_1,204
1996,18,9605,group_0,user_0_0,297
1997,5,4514,group_0,user_0_9,507
1998,14,1890,group_0,user_0_2,634
1999,7,5774,group_0,user_0_1,965
2000,2017,6337,group_1,user_0_8,546
2001,2011,6361,group_1,user_0_9,604
2002,2044,4617,group_1,user_0_5,650
2003,2016,9876,group_1,user_0_7,347
2004,2027,2920,group_1,user_0_3,774
2005,2003,2002,group_1,user_0_4,342
2006,2040,9537,group_1,user_0_9,973
2007,2013,5869,group_1,user_0_7,545
2008,2009,5997,group_1,user_0_3,273
2009,2006,3485,group_1,user_0_4,717
2010,2034,8172,group_1,user_0_9,769
2011,2049,6074,group_1,user_0_1,597
2012,2041,9986,group_1,user_0_0,198
2013,2046,4360,group_1,user_0_7,835
2014,2035,7753,group_1,user_0_3,651
2015,2037,1557,group_1,user_0_8,259
2016,2047,8608,group_1,user_0_2,1
2017,2028,967,group_1,user_0_3,979
2018,2049,4813,group_1,user_0_0,758
2019,2015,1390,group_1,user_0_2,914
2020,2017,9950,group_1,user_0_8,612
2021,2011,943,group_1,user_0_7,208
2022,2018,7823,group_1,user_0_6,839
2023,2047,7030,group_1,user_0_4,242
2024,2007,8364,group_1,user_0_5,275
2025,2004,2278,group_1,user_0_8,116
2026,2027,8426,group_1,user_0_3,404
2027,2037,2867,group_1,user_0_6,320
2028,2032,6583,group_1,user_0_4,775
2029,2001,8693,group_1,user_0_6,366
2030,2021,8078,group_1,user_0_5,147
2031,2020,7460,group_1,user_0_0,97
2032,2024,7376,group_1,user_0_1,568
2033,2049,3408,group_1,user_0_9,415
2034,2027,3936,group_1,user_0_5,410
2035,2046,5346,group_1,user_0_6,891
2036,2041,6607,group_1,user_0_6,86
2037,2010,2036,group_1,user_0_5,939
2038,2008,7801,group_1,user_0_2,74
2039,2033,6727,group_1,user_0_6,15
2040,2005,5887,group_1,user_0_3,906
2041,2004,4868,group_1,user_0_2,649
2042,2018,1499,group_1,user_0_8,373
2043,2046,3570,group_1,user_0_6,228
2044,2045,8864,group_1,user_0_2,868
2045,2033,4591,group_1,user_0_0,932
2046,2049,37,group_1,user_0_2,391
2047,2034,2209,group_1,user_0_4,114
2048,2001,1335,group_1,user_0_3,35
2049,2039,7758,group_1,user_0_3,43
2050,2047,2988,group_1,user_0_2,608
2051,2043,9421,group_1,user_0_9,159
2052,2000,1558,group_1,user_0_9,487
2053,2043,8221,group_1,user_0_8,673
2054,2042,859,group_1,user_0_9,765
2055,2031,8917,group_1,user_0_3,129
2056,2034,8127,group_1,user_0_9,229
2057,2046,3456,group_1,user_0_2,963
2058,2018,625,group_1,user_0_3,967
2059,2008,8834,group_1,user_0_3,292
2060,2003,2750,group_1,user_0_8,473
2061,2039,9086,group_1,user_0_7,568
2062,2035,1655,group_1,user_0_1,26
2063,2002,2473,group_1,user_0_7,959
2064,2041,3732,group_1,user_0_7,69
2065,2049,5601,group_1,user_0_1,963
2066,2033,6994,group_1,user_0_4,144
2067,2040,1236,group_1,user_0_2,52
2068,2010,6908,group_1,user_0_2,824
2069,2008,9239,group_1,user_0_2,602
2070,2000,5010,group_1,user_0_8,5
2071,2019,8437,group_1,user_0_8,709
2072,2011,3057,group_1,user_0_1,862
2073,2035,4202,group_1,user_0_4,180
2074,2025,3751,group_1,user_0_1,715
2075,2027,921,group_1,user_0_4,958
2076,2023,7218,group_1,user_0_2,53
2077,2023,6582,group_1,user_0_0,219
2078,2003,5173,group_1,user_0_7,906
2079,2020,2741,group_1,user_0_6,704
2080,2014,8910,group_1,user_0_4,552
2081,2011,3701,group_1,user_0_9,968
2082,2008,8666,group_1,user_0_7,394
2083,2037,3985,group_1,user_0_0,998
2084,2047,1847,group_1,user_0_8,885
2085,2035,3763,group_1,user_0_7,441
2086,2025,3820,group_1,user_0_3,808
2087,2012,4083,group_1,user_0_3,939
2088,2012,6374,group_1,user_0_4,611
2089,2028,4695,group_1,user_0_1,363
2090,2008,2629,group_1,user_0_1,394
2091,2048,1899,group_1,user_0_7,719
2092,2018,6673,group_1,user_0_9,150
2093,2041,9865,group_1,user_0_4,805
2094,2005,6841,group_1,user_0_0,698
2095,2005,8764,group_1,user_0_8,732
2096,2008,5122,group_1,user_0_8,338
2097,2022,5442,group_1,user_0_7,190
2098,2035,1073,group_1,user_0_9,200
2099,2046,4220,group_1,user_0_3,9
2100,2015,448,group_1,user_0_8,740
2101,2013,8616,group_1,user_0_7,362
2102,2023,1111,group_1,user_0_5,465
2103,2001,4219,group_1,user_0_9,607
2104,2005,9085,group_1,user_0_4,423
2105,2024,4368,group_1,user_0_9,502
2106,2036,252,group_1,user_0_8,510
2107,2017,2680,group_1,user_0_2,717
2108,2006,745,group_1,user_0_2,663
2109,2027,6732,group_1,user_0_0,19
2110,2031,1281,group_1,user_0_9,734
2111,2016,2679,group_1,user_0_3,229
2112,2000,2383,group_1,user_0_3,81
2113,2006,6741,group_1,user_0_7,508
2114,2028,9522,group_1,user_0_0,194
2115,2018,8464,group_1,user_0_6,376
2116,2009,3529,group_1,user_0_6,349
2117,2042,1957,group_1,user_0_0,483
2118,2025,1454,group_1,user_0_8,612
2119,2044,410,group_1,user_0_9,216
2120,2026,9608,group_1,user_0_5,258
2121,2010,6828,group_1,user_0_7,295
2122,2040,5950,group_1,user_0_5,613
2123,2004,8011,group_1,user_0_4,661
2124,2033,1749,group_1,user_0_7,168
2125,2049,6214,group_1,user_0_7,671
2126,2036,3765,group_1,user_0_3,520
2127,2036,7651,group_1,user_0_1,69
2128,2015,7038,group_1,user_0_9,318
2129,2004,7567,group_1,user_0_3,604
2130,2044,177,group_1,user_0_2,200
2131,2043,2525,group_1,user_0_4,826
2132,2022,3185,group_1,user_0_7,542
2133,2035,7335,group_1,user_0_8,149
2134,2013,4118,group_1,user_0_6,465
2135,2003,4776,group_1,user_0_2,5
2136,2028,4111,group_1,user_0_2,678
2137,2026,3976,group_1,user_0_0,843
2138,2021,6182,group_1,user_0_3,15
2139,2016,5718,group_1,user_0_6,460
2140,2003,2080,group_1,user_0_6,452
2141,2035,5594,group_1,user_0_7,809
2142,2040,4140,group_1,user_0_2,605
2144,2039,4301,group_1,user_0_0,957
2145,2021,7810,group_1,user_0_1,986
2146,2030,4619,group_1,user_0_8,481
2147,2011,6311,group_1,user_0_4,382
2148,2011,6085,group_1,user_0_6,903
2149,2029,4318,group_1,user_0_5,891
2150,2001,102,group_1,user_0_5,356
2151,2002,8757,group_1,user_0_3,41
2152,2023,2678,group_1,user_0_9,254
2153,2039,5250,group_1,user_0_9,506
2154,2029,4311,group_1,user_0_0,414
2155,2002,7343,group_1,user_0_3,769
2156,2029,2783,group_1,user_0_4,457
2157,2037,2794,group_1,user_0_5,42
2158,2046,4462,group_1,user_0_5,237
2159,2023,822,group_1,user_0_5,638
2160,2034,265,group_1,user_0_7,856
2161,2032,6175,group_1,user_0_8,897
2162,2037,2587,group_1,user_0_7,182
2163,2047,4603,group_1,user_0_6,160
2164,2038,1244,group_1,user_0_1,740
2165,2045,1176,group_1,user_0_6,830
2166,2026,6883,group_1,user_0_8,134
2167,2029,2958,group_1,user_0_3,670
2168,2036,8373,group_1,user_0_1,263
2169,2043,6468,group_1,user_0_9,784
2170,2011,2889,group_1,user_0_7,904
2171,2009,3071,group_1,user_0_3,529
2172,2014,7659,group_1,user_0_3,679
2173,2023,8675,group_1,user_0_1,708
2174,2005,155,group_1,user_0_2,373
2175,2012,7740,group_1,user_0_2,803
2176,2016,5320,group_1,user_0_7,73
2177,2025,9223,group_1,user_0_8,913
2178,2022,7876,group_1,user_0_8,333
2179,2041,7656,group_1,user_0_4,539
2180,2032,3841,group_1,user_0_8,468
2181,2016,9075,group_1,user_0_7,706
2182,2009,8775,group_1,user_0_2,737
2183,2022,4735,group_1,user_0_6,319
2184,2043,5114,group_1,user_0_1,546
2185,2032,6665,group_1,user_0_7,99
2186,2037,3396,group_1,user_0_6,697
2187,2035,8718,group_1,user_0_7,338
2188,2001,6586,group_1,user_0_1,246
2189,2012,2212,group_1,user_0_7,254
2190,2033,660,group_1,user_0_8,23
2191,2015,7634,group_1,user_0_3,238
2192,2034,7355,group_1,user_0_7,52
2193,2029,7807,group_1,user_0_8,245
2194,2001,4033,group_1,user_0_6,920
2195,2048,4987,group_1,user_0_1,221
2196,2015,8897,group_1,user_0_2,624
2197,2038,3109,group_1,user_0_0,505
2198,2010,6572,group_1,user_0_4,898
2199,2022,1969,group_1,user_0_5,153
2200,2034,375,group_1,user_0_2,511
2201,2008,7790,group_1,user_0_2,837
2202,2032,3890,group_1,user_0_6,568
2203,2011,93,group_1,user_0_1,23
2204,2047,1396,group_1,user_0_8,224
2205,2044,2274,group_1,user_0_4,862
2206,2033,456,group_1,user_0_4,275
2207,2049,7698,group_1,user_0_7,727
2208,2035,6069,group_1,user_0_4,809
2209,2046,329,group_1,user_0_6,94
2210,2009,9231,group_1,user_0_2,453
2211,2000,5933,group_1,user_0_6,889
2212,2004,1827,group_1,user_0_4,140
2213,2009,7095,group_1,user_0_8,670
2214,2013,2305,group_1,user_0_8,557
2215,2000,3850,group_1,user_0_8,396
2216,2003,6861,group_1,user_0_6,832
2217,2041,8150,group_1,user_0_8,112
2218,2003,8672,group_1,user_0_7,581
2219,2013,2803,group_1,user_0_3,32
2220,2020,4970,group_1,user_0_9,806
2221,2036,2288,group_1,user_0_3,917
2222,2007,8178,group_1,user_0_5,706
2223,2038,660,group_1,user_0_8,730
2224,2004,1090,group_1,user_0_1,819
2225,2013,9546,group_1,user_0_2,200
2226,2047,2562,group_1,user_0_5,960
2227,2024,5413,group_1,user_0_8,562
2228,2030,3910,group_1,user_0_9,530
2229,2015,4512,group_1,user_0_9,738
2230,2011,7026,group_1,user_0_6,656
2231,2022,9701,group_1,user_0_1,977
2232,2011,7137,group_1,user_0_0,709
2233,2012,6934,group_1,user_0_6,347
2234,2003,4534,group_1,user_0_2,182
2235,2006,7614,group_1,user_0_8,656
2236,2000,1077,group_1,user_0_9,33
2237,2043,6668,group_1,user_0_9,612
2238,2014,9659,group_1,user_0_7,523
2239,2008,8845,group_1,user_0_1,665
2240,2007,3690,group_1,user_0_7,479
2241,2040,4846,group_1,user_0_9,326
2242,2006,3417,group_1,user_0_4,937
2243,2048,9510,group_1,user_0_9,651
2244,2034,6870,group_1,user_0_6,277
2245,2005,6126,group_1,user_0_8,751
2246,2010,1182,group_1,user_0_9,779
2247,2021,3349,group_1,user_0_4,22
2248,2047,6363,group_1,user_0_3,233
2249,2025,1620,group_1,user_0_2,886
2250,2044,4670,group_1,user_0_0,397
2251,2002,8376,group_1,user_0_5,543
2252,2025,1149,group_1,user_0_0,829
2253,2029,3752,group_1,user_0_1,200
2254,2035,1526,group_1,user_0_8,350
2255,2045,3943,group_1,user_0_5,602
2256,2010,6769,group_1,user_0_0,534
2257,2029,8670,group_1,user_0_4,393
2258,2032,4230,group_1,user_0_0,56
2259,2020,7506,group_1,user_0_1,815
2260,2031,150,group_1,user_0_7,720
2261,2045,9346,group_1,user_0_4,742
2262,2005,2452,group_1,user_0_8,511
2263,2005,7071,group_1,user_0_9,186
2264,2022,721,group_1,user_0_3,784
2265,2005,1551,group_1,user_0_5,82
2266,2000,7912,group_1,user_0_0,509
2267,2006,7047,group_1,user_0_8,562
2268,2001,4244,group_1,user_0_4,151
2269,2048,2748,group_1,user_0_0,838
2270,2001,9269,group_1,user_0_7,912
2271,2037,2968,group_1,user_0_8,377
2272,2004,1555,group_1,user_0_4,804
2273,2035,9712,group_1,user_0_1,578
2274,2049,4350,group_1,user_0_7,93
2275,2010,7703,group_1,user_0_6,750
2276,2006,4163,group_1,user_0_1,111
2277,2011,5108,group_1,user_0_7,730
2278,2035,6903,group_1,user_0_0,881
2279,2023,5834,group_1,user_0_3,422
2280,2005,299,group_1,user_0_2,221
2281,2006,8260,group_1,user_0_4,257
2282,2030,3970,group_1,user_0_4,874
2283,2027,9307,group_1,user_0_8,726
2284,2041,3992,group_1,user_0_2,251
2285,2004,1357,group_1,user_0_7,301
2286,2046,5415,group_1,user_0_8,903
2287,2004,3889,group_1,user_0_5,773
2288,2029,1340,group_1,user_0_6,124
2289,2025,7381,group_1,user_0_7,243
2290,2019,1727,group_1,user_0_5,709
2291,2032,9727,group_1,user_0_0,934
2292,2001,9411,group_1,user_0_3,756
2293,2007,7598,group_1,user_0_7,79
2295,2007,5090,group_1,user_0_4,972
2296,2038,9994,group_1,user_0_0,876
2297,2045,6382,group_1,user_0_0,224
2298,2015,3088,group_1,user_0_7,500
2299,2043,5581,group_1,user_0_2,772
2300,2049,1493,group_1,user_0_6,992
2301,2010,1217,group_1,user_0_2,435
2302,2044,9668,group_1,user_0_7,713
2303,2031,6262,group_1,user_0_1,606
2304,2040,9048,group_1,user_0_1,673
2305,2023,1999,group_1,user_0_8,149
2306,2039,4787,group_1,user_0_5,398
2307,2046,3070,group_1,user_0_7,21
2308,2033,4805,group_1,user_0_6,351
2309,2009,3105,group_1,user_0_2,620
2310,2022,4127,group_1,user_0_5,793
2311,2049,7687,group_1,user_0_6,100
2312,2006,5589,group_1,user_0_2,991
2313,2010,7112,group_1,user_0_4,685
2315,2010,405,group_1,user_0_9,998
2316,2011,5432,group_1,user_0_9,690
2317,2023,997,group_1,user_0_3,634
2318,2020,5650,group_1,user_0_3,216
2319,2022,1609,group_1,user_0_0,53
2320,2010,7042,group_1,user_0_3,208
2321,2033,3202,group_1,user_0_2,773
2322,2030,4398,group_1,user_0_0,296
2323,2001,6212,group_1,user_0_9,911
2324,2027,7605,group_1,user_0_7,739
2325,2028,7132,group_1,user_0_5,961
2326,2044,2626,group_1,user_0_0,79
2327,2013,979,group_1,user_0_6,217
2328,2029,1041,group_1,user_0_1,209
2329,2028,3442,group_1,user_0_4,559
2330,2033,9016,group_1,user_0_7,264
2331,2049,5516,group_1,user_0_6,613
2332,2018,3967,group_1,user_0_4,235
2333,2049,1631,group_1,user_0_7,295
2334,2020,5619,group_1,user_0_5,305
2335,2047,2841,group_1,user_0_9,341
2336,2031,9021,group_1,user_0_1,90
2337,2018,5176,group_1,user_0_1,132
